aprovacao_id,ano_vestibular,aluno_id,universidade,curso_aprovado,modalidade_vaga,chamada,bolsa_aprovacao,data_resultado,nota_final_vestibular,campus
V000257,2024,A00763,UNILAB,Arquitetura,ampla concorrencia,SISU,Parcial,2024-01-15,783.1,Crateús
V000258,2024,A00779,UFRN,Economia,Ampla concorrência,2ª chamada,sim,01-13-2024,670.6,Fortaleza
V000259,2024,A00784,UFRN,Fisioterapia,PCD,Vestibular próprio,Sim,2024-01-27,693.1,Sobral
V000260,2025,A00008,UFPE,Medicina,Ampla concorrência,SISU,Parcial,2025-02-07,525.8,Crateús
V000261,2025,A00017,IFCE,Medicina,PPI,Vestibular próprio,Parcial,2025-02-03,730.0,Quixadá
V000262,2025,A00021,uece,Administração,,2ª chamada,Parcial,2025-12-08,744.5,Quixadá
V000263,2025,A00037,Ufc,Medicina,PCD,SISU,Não,2025-02-12,617.5,Crateús
V000264,2025,A00047,UFRN,Enfermagem,ampla concorrencia,Lista de espera,Parcial,07/12/2025,709.2,Crateús
V000265,2025,A00049,UFCA,Fisioterapia,PPI,2ª chamada,Sim,2025-01-16,782.9,Sobral
V000266,2025,A00051,UFC,Design,Cota escola pública,Vestibular próprio,Não,2025-03-17,710.7,Juazeiro
V000267,2025,A00059,UERN,Economia,PCD,Vestibular próprio,Não,2025/01/19,786.2,Quixadá
V000268,2025,A00062,UFC,Ciência da Computação,PCD,2ª chamada,Parcial,2025-03-13,777.4,Juazeiro
V000269,2025,A00068,IFCE,Direito,Cota escola pública,1ª chamada,sim,2025-12-17,623.1,Juazeiro
V000270,2025,A00081,UVA,Medicina,ampla concorrencia,Lista de espera,Parcial,2025-02-03,742.2,Fortaleza
V000271,2025,A00082,UERN,Medicina,PPI,2ª chamada,Não,2025-01-17,604.8,Fortaleza
V000272,2025,A00086,UVA,Direito,Ampla concorrência,Lista de espera,Parcial,2025-12-18,790.1,Quixadá
V000273,2025,A00087,UFRN,Enfermagem,Ampla concorrência,SISU,Não,2025-03-20,722.0,
V000274,2025,A00096,UNILAB,Arquitetura,ampla concorrencia,SISU,Parcial,2025-01-21,713.1,Juazeiro
V000275,2025,A00107,UFCA,Engenharia de Software,,SISU,,2025-03-05,739.8,
V000276,2025,A00109,UFRN,Psicologia,,1ª chamada,Sim,2025-03-26,728.3,Juazeiro
V000277,2025,A00111,uece,Fisioterapia,Ampla concorrência,Lista de espera,sim,2025-02-09,771.6,Juazeiro
V000278,2025,A00130,UNILAB,Direito,ampla concorrencia,Vestibular próprio,Não,2025-12-13,638.5,Fortaleza
V000279,2025,A00133,UNILAB,Direito,PCD,SISU,Parcial,2025-12-24,894.6,Quixadá
V000280,2025,A00149,UFC,Design,ampla concorrencia,1ª chamada,,2025-12-14,795.7,Crateús
V000281,2025,A00152,IFCE,Design,ampla concorrencia,SISU,sim,2025-01-12,745.2,Quixadá
V000282,2025,A00173,UVA,Odontologia,Ampla concorrência,Lista de espera,,2025-12-19,591.5,
V000283,2025,A00202,IFCE,Medicina,PPI,Vestibular próprio,Não,2025-12-21,650.4,Fortaleza
V000284,2025,A00209,UFRN,Design,Cota escola pública,Vestibular próprio,Não,2025-03-20,832.2,Juazeiro
V000285,2025,A00220,UVA,Economia,Cota escola pública,2ª chamada,Não,2025-02-21,736.4,Quixadá
V000286,2025,A00223,UFRN,Engenharia de Software,PCD,1ª chamada,Sim,2025-03-17,701.0,Juazeiro
V000287,2025,A00226,UFC,Design,,2ª chamada,,2025-02-24,795.5,Fortaleza
V000288,2025,A00238,UVA,Economia,PPI,1ª chamada,Sim,2025-03-01,686.9,Juazeiro
V000289,2025,A00252,UNIFOR,Arquitetura,PCD,SISU,,2025-03-11,657.7,Quixadá
V000290,2025,A00254,UERN,Odontologia,ampla concorrencia,2ª chamada,sim,2025-01-23,827.9,Sobral
V000291,2025,A00259,UFC,Odontologia,ampla concorrencia,SISU,sim,2025-02-26,735.7,
V000292,2025,A00263,IFCE,Fisioterapia,,1ª chamada,,2025-02-13,870.9,Juazeiro
V000293,2025,A00274,IFCE,Administração,,Vestibular próprio,sim,2025-03-01,711.5,
V000294,2025,A00286,UNILAB,Administração,ampla concorrencia,SISU,Sim,2025-01-09,497.5,Juazeiro
V000295,2025,A00297,IFCE,Engenharia Civil,PPI,1ª chamada,sim,2025-12-27,606.0,Juazeiro
V000296,2025,A00300,Ufc,Engenharia Civil,,2ª chamada,sim,2025-01-07,738.0,Fortaleza
V000297,2025,A00305,UECE,Enfermagem,Ampla concorrência,SISU,sim,2025-01-01,774.2,
V000298,2025,A00331,UERN,Medicina,Cota escola pública,2ª chamada,Parcial,2025-01-21,861.0,
V000299,2025,A00357,UNILAB,Direito,,Vestibular próprio,sim,01-09-2025,475.4,
V000300,2025,A00367,Ufc,Jornalismo,PPI,Vestibular próprio,,2025-02-01,597.9,
V000301,2025,A00379,Ufc,Economia,Ampla concorrência,Vestibular próprio,sim,2025-02-04,677.9,Quixadá
V000302,2025,A00385,UECE,Odontologia,PCD,1ª chamada,,2025-02-11,768.0,Fortaleza
V000303,2025,A00387,UFPE,Design,Cota escola pública,Vestibular próprio,Não,2025-12-20,758.9,
V000304,2025,A00389,UFPE,Medicina,PCD,Vestibular próprio,Sim,2025-12-24,770.8,
V000305,2025,A00416,UECE,Arquitetura,Ampla concorrência,SISU,Não,2025-01-22,735.0,Sobral
V000306,2025,A00423,IFCE,Arquitetura,Ampla concorrência,2ª chamada,Parcial,2025-12-16,653.7,
V000307,2025,A00424,UNILAB,Engenharia de Software,Cota escola pública,Vestibular próprio,Não,2025-12-21,861.5,
V000308,2025,A00450,Ufc,Economia,ampla concorrencia,Lista de espera,Sim,2025-12-25,776.7,
V000309,2025,A00467,uece,Arquitetura,Ampla concorrência,SISU,,2025-01-11,796.4,
V000310,2025,A00469,UFPE,Odontologia,ampla concorrencia,2ª chamada,,2025-01-22,900.4,Crateús
V000311,2025,A00473,UNILAB,Jornalismo,PPI,1ª chamada,,2025-02-21,803.8,
V000312,2025,A00485,UNILAB,Jornalismo,Ampla concorrência,SISU,sim,2025-01-18,708.8,Sobral
V000313,2025,A00504,UNIFOR,Design,PCD,1ª chamada,sim,2025-02-10,664.3,Fortaleza
V000314,2025,A00512,UNILAB,Jornalismo,Ampla concorrência,SISU,Parcial,2025-02-15,686.0,
V000315,2025,A00519,UVA,Ciência da Computação,Cota escola pública,Lista de espera,Não,2025-03-20,829.9,
V000316,2025,A00541,UECE,Psicologia,Cota escola pública,SISU,Sim,2025-01-03,802.4,
V000317,2025,A00580,UECE,Engenharia de Software,,SISU,Sim,2025-01-20,694.8,Crateús
V000318,2025,A00581,UNILAB,Direito,PCD,SISU,Parcial,2025-02-27,763.4,
V000319,2025,A00589,UERN,Arquitetura,PCD,SISU,Não,2025-01-06,675.9,Crateús
V000320,2025,A00612,UFCA,Fisioterapia,PPI,Vestibular próprio,,2025-12-23,747.5,Quixadá
V000321,2025,A00615,uece,Jornalismo,,Vestibular próprio,Parcial,2025-12-07,675.7,Sobral
V000322,2025,A00620,UVA,Jornalismo,ampla concorrencia,2ª chamada,sim,2025-02-11,619.3,Juazeiro
V000323,2025,A00641,uece,Arquitetura,Ampla concorrência,Lista de espera,sim,2025-02-14,633.1,Quixadá
V000324,2025,A00644,UERN,Engenharia de Software,PCD,SISU,,2025-03-18,689.6,Quixadá
V000325,2025,A00645,Ufc,Engenharia de Software,Cota escola pública,1ª chamada,Parcial,2025-02-11,714.2,Fortaleza
V000326,2025,A00649,UFC,Psicologia,PCD,SISU,sim,2025-03-20,652.8,Crateús
V000327,2025,A00660,UFRN,Administração,ampla concorrencia,SISU,Não,2025-01-23,697.5,
V000328,2025,A00663,UNILAB,Direito,PCD,2ª chamada,Não,2025-01-25,761.7,Fortaleza
V000329,2025,A00664,UFC,Direito,ampla concorrencia,Lista de espera,Sim,2025-03-26,690.5,Quixadá
V000330,2025,A00684,UECE,Arquitetura,Ampla concorrência,2ª chamada,Sim,2025-02-07,744.3,Quixadá
V000331,2025,A00700,UVA,Fisioterapia,Ampla concorrência,2ª chamada,Sim,2025-02-02,712.3,Juazeiro
V000332,2025,A00704,UFCA,Enfermagem,Cota escola pública,Lista de espera,,2025-12-28,532.2,Crateús
V000333,2025,A00705,IFCE,Enfermagem,ampla concorrencia,SISU,Não,2025-01-23,695.4,Quixadá
V000334,2025,A00706,Ufc,Direito,PPI,2ª chamada,Parcial,2025-02-12,718.8,Juazeiro
V000335,2025,A00723,Ufc,Psicologia,Cota escola pública,1ª chamada,,2025-03-18,815.1,Crateús
V000336,2025,A00728,UNIFOR,Design,PPI,Vestibular próprio,Não,2025-01-13,493.3,
V000337,2025,A00743,UNIFOR,Administração,PPI,2ª chamada,sim,2025-01-07,811.1,Juazeiro
V000338,2025,A00761,UFPE,Engenharia Civil,,2ª chamada,Parcial,2025-01-17,773.5,Fortaleza
V000339,2025,A00768,Ufc,Administração,Cota escola pública,1ª chamada,Parcial,2025-02-04,947.7,Crateús
V000340,2024,A00250,UFRN,Economia,PCD,Cadastro duplicado?,Sim,2024-12-08,707.9,Fortaleza
V000341,2025,A00081,UVA,Medicina,ampla concorrencia,Cadastro duplicado?,Parcial,2025-02-03,742.2,Fortaleza
V000342,2024,A00506,UVA,Fisioterapia,Ampla concorrência,Cadastro duplicado?,Não,2024-01-23,926.1,Sobral
V000343,2025,A00130,UNILAB,Direito,ampla concorrencia,Cadastro duplicado?,Não,2025-12-13,638.5,Fortaleza
V000344,2025,A00416,UECE,Arquitetura,Ampla concorrência,Cadastro duplicado?,Não,2025-01-22,735.0,Sobral
V000345,2024,A00716,UVA,Engenharia Civil,Ampla concorrência,Cadastro duplicado?,Sim,01-23-2024,705.5,Crateús
V000346,2025,A00589,UERN,Arquitetura,PCD,Cadastro duplicado?,Não,2025-01-06,675.9,Crateús
V000347,2025,A00645,Ufc,Engenharia de Software,Cota escola pública,Cadastro duplicado?,Parcial,2025-02-11,714.2,Fortaleza
V000348,2025,A00649,UFC,Psicologia,PCD,Cadastro duplicado?,sim,2025-03-20,652.8,Crateús
V000349,2024,A00725,UERN,Enfermagem,Ampla concorrência,Cadastro duplicado?,Parcial,2024-01-25,642.1,
V000350,2024,A00724,Ufc,Direito,,Cadastro duplicado?,Não,2024-01-17,802.6,Sobral
V000351,2024,A00390,IFCE,Economia,PPI,Cadastro duplicado?,Parcial,2024-12-26,734.2,
V000352,2024,A00638,UECE,Odontologia,PPI,Cadastro duplicado?,Não,2024-12-08,744.1,Sobral
V000353,2024,A00706,UNILAB,Enfermagem,ampla concorrencia,Cadastro duplicado?,,2024-03-07,862.8,Sobral
V000354,2023,A00158,Ufc,Engenharia de Software,Ampla concorrência,Cadastro duplicado?,Sim,2023-01-08,582.4,Juazeiro
