aula_id,oferta_id,ano,data_aula,materia,professor_id,turma,tema_aula,duracao_min,modalidade_aula
L0000493,O20220046,2022,2022-05-07,Física,P006,Extensivo A,Aula teórica Física,60,Online
L0000494,O20220046,2022,2022-06-21,Física,P006,Extensivo A,Correção de simulado Física,50,Híbrido
L0000495,O20220046,2022,2022-06-04,Física,P006,Extensivo A, Física,75,Online
L0000496,O20220046,2022,2022-07-16,Física,P006,Extensivo A,Correção de simulado Física,60,
L0000497,O20220046,2022,2022-07-20,Física,P006,Extensivo A,Laboratório Física,120,Online
L0000498,O20220046,2022,2022-08-26,Física,P006,Extensivo A,Aula teórica Física,60,Presencial
L0000499,O20220047,2022,2022-02-17,Química,P008,Extensivo A,Revisão Química,75,Presencial
L0000500,O20220047,2022,2022-02-04,Química,P008,Extensivo A,Resolução de questões Química,120,Online
L0000501,O20220047,2022,2022-03-14,Química,P008,Extensivo A,Revisão Química,50,online
L0000502,O20220047,2022,2022/03/09,Química,P008,Extensivo A,Resolução de questões Química,60,Presencial
L0000503,O20220047,2022,2022-04-10,Química,P008,Extensivo A, Química,60,Presencial
L0000504,O20220047,2022,2022-04-27,Química,P008,Extensivo A,Aula teórica Química,75,Híbrido
L0000505,O20220047,2022,2022-05-14,Química,P008,Extensivo A,Laboratório Química,60,Online
L0000506,O20220047,2022,2022-05-09,Química,P008,Extensivo A, Química,90,Presencial
L0000507,O20220047,2022,2022-06-19,Química,P008,Extensivo A, Química,90,online
L0000508,O20220047,2022,2022-06-09,Química,P008,Extensivo A,Revisão Química,120,
L0000509,O20220047,2022,2022-07-08,Química,P008,Extensivo A,Correção de simulado Química,75,Presencial
L0000510,O20220047,2022,2022-07-15,Química,P008,Extensivo A,Aula teórica Química,,Híbrido
L0000511,O20220047,2022,2022-08-24,Química,P008,Extensivo A,Aula teórica Química,120,Híbrido
L0000512,O20220048,2022,2022-02-26,Biologia,P010,Extensivo A,Revisão Biologia,,Presencial
L0000513,O20220048,2022,2022-02-27,Biologia,P010,Extensivo A,Aula teórica Biologia,120,Online
L0000514,O20220048,2022,2022-03-06,Biologia,P010,Extensivo A,Correção de simulado Biologia,120,online
L0000515,O20220048,2022,2022-03-23,Biologia,P010,Extensivo A,Revisão Biologia,120,online
L0000516,O20220048,2022,2022-04-05,Biologia,P010,Extensivo A,Aula teórica Biologia,,Online
L0000517,O20220048,2022,2022-04-27,Biologia,P010,Extensivo A,Aula teórica Biologia,120,Híbrido
L0000518,O20220048,2022,2022/05/06,Biologia,P010,Extensivo A,Aula teórica Biologia,120,online
L0000519,O20220048,2022,2022-05-06,Biologia,P010,Extensivo A,Correção de simulado Biologia,90,Online
L0000520,O20220048,2022,2022-06-17,Biologia,P010,Extensivo A,Resolução de questões Biologia,90,
L0000521,O20220048,2022,2022-06-25,Biologia,P010,Extensivo A,Correção de simulado Biologia,,Presencial
L0000522,O20220048,2022,2022-07-21,Biologia,P010,Extensivo A, Biologia,,Online
L0000523,O20220048,2022,2022-07-19,Biologia,P010,Extensivo A,Revisão Biologia,50,
L0000524,O20220048,2022,2022-08-22,Biologia,P010,Extensivo A,Revisão Biologia,50,Online
L0000525,O20220049,2022,2022-02-24,História,P015,Extensivo A,Laboratório História,75,Presencial
L0000526,O20220049,2022,02-09-2022,História,P015,Extensivo A,Laboratório História,,Online
L0000527,O20220049,2022,2022-03-24,História,P015,Extensivo A,Aula teórica História,75,online
L0000528,O20220049,2022,2022-03-16,História,P015,Extensivo A,Resolução de questões História,120,online
L0000529,O20220049,2022,2022-04-24,História,P015,Extensivo A,Laboratório História,90,Online
L0000530,O20220049,2022,2022-04-23,História,P015,Extensivo A,Correção de simulado História,75,
L0000531,O20220049,2022,2022-05-13,História,P015,Extensivo A, História,,Híbrido
L0000532,O20220049,2022,2022-05-11,História,P015,Extensivo A,Aula teórica História,75,Online
L0000533,O20220049,2022,2022-06-12,História,P015,Extensivo A,Aula teórica História,75,Híbrido
L0000534,O20220049,2022,2022-06-13,História,P015,Extensivo A, História,120,Híbrido
L0000535,O20220049,2022,25/07/2022,História,P015,Extensivo A,Resolução de questões História,50,Presencial
L0000536,O20220050,2022,2022-02-07,Geografia,P018,Extensivo A, Geografia,60,
L0000537,O20220050,2022,2022-02-18,Geografia,P018,Extensivo A,Aula teórica Geografia,90,Presencial
L0000538,O20220050,2022,2022-03-27,Geografia,P018,Extensivo A,Resolução de questões Geografia,90,online
L0000539,O20220050,2022,2022-03-23,Geografia,P018,Extensivo A,Revisão Geografia,60,Online
L0000540,O20220050,2022,2022-04-16,Geografia,P018,Extensivo A,Correção de simulado Geografia,90,Híbrido
L0000541,O20220050,2022,2022-04-07,Geografia,P018,Extensivo A,Laboratório Geografia,120,Online
L0000542,O20220050,2022,2022-05-15,Geografia,P018,Extensivo A,Correção de simulado Geografia,,
L0000543,O20220050,2022,2022-05-02,Geografia,P018,Extensivo A,Correção de simulado Geografia,60,online
L0000544,O20220050,2022,2022-06-07,Geografia,P018,Extensivo A,Laboratório Geografia,50,
L0000545,O20220050,2022,2022/06/09,Geografia,P018,Extensivo A,Aula teórica Geografia,,Presencial
L0000546,O20220051,2022,2022-02-10,Português,P021,Extensivo A,Laboratório Português,60,Híbrido
L0000547,O20220051,2022,2022-02-22,Português,P021,Extensivo A,Correção de simulado Português,120,online
L0000548,O20220051,2022,2022-03-02,Português,P021,Extensivo A,Aula teórica Português,,Online
L0000549,O20220051,2022,2022-03-26,Português,P021,Extensivo A,Resolução de questões Português,90,Online
L0000550,O20220051,2022,2022-04-24,Português,P021,Extensivo A,Revisão Português,90,Online
L0000551,O20220051,2022,04-06-2022,Português,P021,Extensivo A,Aula teórica Português,60,Presencial
L0000552,O20220051,2022,2022-05-10,Português,P021,Extensivo A,Resolução de questões Português,50,
L0000553,O20220051,2022,2022-05-23,Português,P021,Extensivo A, Português,120,online
L0000554,O20220051,2022,06-26-2022,Português,P021,Extensivo A,Laboratório Português,60,Online
L0000555,O20220051,2022,2022-06-07,Português,P021,Extensivo A,Resolução de questões Português,,Online
L0000556,O20220052,2022,2022-02-03,Redação,P023,Extensivo A,Resolução de questões Redação,90,
L0000557,O20220052,2022,2022-02-09,Redação,P023,Extensivo A,Aula teórica Redação,60,Online
L0000558,O20220052,2022,2022/03/27,Redação,P023,Extensivo A,Revisão Redação,50,Híbrido
L0000559,O20220052,2022,2022-03-19,Redação,P023,Extensivo A,Resolução de questões Redação,90,online
L0000560,O20220052,2022,2022-04-18,Redação,P023,Extensivo A,Revisão Redação,75,online
L0000561,O20220052,2022,04-13-2022,Redação,P023,Extensivo A,Correção de simulado Redação,,Online
L0000562,O20220052,2022,2022-05-07,Redação,P023,Extensivo A,Aula teórica Redação,50,Online
L0000563,O20220052,2022,2022-05-17,Redação,P023,Extensivo A,Aula teórica Redação,75,Presencial
L0000564,O20220052,2022,2022-06-22,Redação,P023,Extensivo A, Redação,90,
L0000565,O20220052,2022,2022-06-09,Redação,P023,Extensivo A,Resolução de questões Redação,50,Online
L0000566,O20220052,2022,2022-07-13,Redação,P023,Extensivo A, Redação,50,Híbrido
L0000567,O20220052,2022,2022-07-03,Redação,P023,Extensivo A, Redação,60,Presencial
L0000568,O20220052,2022,2022-08-27,Redação,P023,Extensivo A,Laboratório Redação,,Online
L0000569,O20220052,2022,2022-08-18,Redação,P023,Extensivo A,Resolução de questões Redação,50,online
L0000570,O20220053,2022,2022-02-12,Inglês,P027,Extensivo A,Laboratório Inglês,120,Híbrido
L0000571,O20220053,2022,2022-02-08,Inglês,P027,Extensivo A,Correção de simulado Inglês,,online
L0000572,O20220053,2022,2022-03-19,Inglês,P027,Extensivo A,Resolução de questões Inglês,120,
L0000573,O20220053,2022,2022-03-03,Inglês,P027,Extensivo A,Resolução de questões Inglês,60,
L0000574,O20220053,2022,2022-04-01,Inglês,P027,Extensivo A,Revisão Inglês,,
L0000575,O20220053,2022,2022-04-07,Inglês,P027,Extensivo A,Correção de simulado Inglês,90,online
L0000576,O20220053,2022,2022-05-24,Inglês,P027,Extensivo A, Inglês,120,Híbrido
L0000577,O20220053,2022,2022-05-08,Inglês,P027,Extensivo A,Correção de simulado Inglês,60,Híbrido
L0000578,O20220053,2022,2022-06-11,Inglês,P027,Extensivo A,Correção de simulado Inglês,50,online
L0000579,O20220053,2022,2022-06-05,Inglês,P027,Extensivo A, Inglês,,online
L0000580,O20220054,2022,2022-02-28,Filosofia,P030,Extensivo A, Filosofia,75,Híbrido
L0000581,O20220054,2022,2022-02-08,Filosofia,P030,Extensivo A,Resolução de questões Filosofia,90,Online
L0000582,O20220054,2022,2022-03-03,Filosofia,P030,Extensivo A,Resolução de questões Filosofia,60,Presencial
L0000583,O20220054,2022,2022-03-12,Filosofia,P030,Extensivo A,Revisão Filosofia,75,Online
L0000584,O20220054,2022,2022-04-07,Filosofia,P030,Extensivo A, Filosofia,90,online
L0000585,O20220054,2022,2022-04-17,Filosofia,P030,Extensivo A,Correção de simulado Filosofia,,Presencial
L0000586,O20220054,2022,2022-05-16,Filosofia,P030,Extensivo A,Laboratório Filosofia,120,Online
L0000587,O20220054,2022,2022-05-05,Filosofia,P030,Extensivo A, Filosofia,,Híbrido
L0000588,O20220054,2022,2022-06-26,Filosofia,P030,Extensivo A,Correção de simulado Filosofia,75,Presencial
L0000589,O20220054,2022,2022-06-01,Filosofia,P030,Extensivo A,Resolução de questões Filosofia,120,Presencial
L0000590,O20220054,2022,2022-07-19,Filosofia,P030,Extensivo A, Filosofia,75,
L0000591,O20220054,2022,2022-07-23,Filosofia,P030,Extensivo A,Correção de simulado Filosofia,75,
L0000592,O20220054,2022,2022-08-02,Filosofia,P030,Extensivo A,Resolução de questões Filosofia,90,Online
L0000593,O20220054,2022,2022-08-26,Filosofia,P030,Extensivo A,Aula teórica Filosofia,,Presencial
L0000594,O20220055,2022,2022-02-07,Sociologia,P031,Extensivo A, Sociologia,90,Híbrido
L0000595,O20220055,2022,2022-02-09,Sociologia,P031,Extensivo A,Laboratório Sociologia,120,Online
L0000596,O20220055,2022,2022-03-24,Sociologia,P031,Extensivo A,Aula teórica Sociologia,75,Híbrido
L0000597,O20220055,2022,2022-03-21,Sociologia,P031,Extensivo A,Correção de simulado Sociologia,,
L0000598,O20220055,2022,2022-04-24,Sociologia,P031,Extensivo A,Resolução de questões Sociologia,50,
L0000599,O20220055,2022,2022-04-20,Sociologia,P031,Extensivo A,Revisão Sociologia,90,
L0000600,O20220055,2022,2022-05-26,Sociologia,P031,Extensivo A,Revisão Sociologia,120,Presencial
L0000601,O20220055,2022,05-25-2022,Sociologia,P031,Extensivo A, Sociologia,75,Híbrido
L0000602,O20220055,2022,2022-06-24,Sociologia,P031,Extensivo A, Sociologia,60,Híbrido
L0000603,O20220055,2022,2022-06-18,Sociologia,P031,Extensivo A,Resolução de questões Sociologia,,online
L0000604,O20220056,2022,2022-02-20,Matemática,P004,Extensivo B,Laboratório Matemática,90,Híbrido
L0000605,O20220056,2022,02-12-2022,Matemática,P004,Extensivo B,Laboratório Matemática,120,Presencial
L0000606,O20220056,2022,2022-03-09,Matemática,P004,Extensivo B,Correção de simulado Matemática,75,Presencial
L0000607,O20220056,2022,2022-03-13,Matemática,P004,Extensivo B,Laboratório Matemática,75,online
L0000608,O20220056,2022,2022-04-13,Matemática,P004,Extensivo B, Matemática,120,
L0000609,O20220056,2022,2022-04-25,Matemática,P004,Extensivo B,Resolução de questões Matemática,60,online
L0000610,O20220056,2022,2022-05-14,Matemática,P004,Extensivo B,Revisão Matemática,50,Híbrido
L0000611,O20220056,2022,2022-05-09,Matemática,P004,Extensivo B, Matemática,,Híbrido
L0000612,O20220056,2022,2022-06-04,Matemática,P004,Extensivo B,Aula teórica Matemática,75,online
L0000613,O20220056,2022,2022-06-16,Matemática,P004,Extensivo B,Revisão Matemática,75,Online
L0000614,O20220056,2022,2022-07-28,Matemática,P004,Extensivo B,Correção de simulado Matemática,,
L0000615,O20220056,2022,2022/07/18,Matemática,P004,Extensivo B,Resolução de questões Matemática,50,Híbrido
L0000616,O20220057,2022,2022-02-05,Física,P006,Extensivo B,Resolução de questões Física,75,Híbrido
L0000617,O20220057,2022,2022-02-20,Física,P006,Extensivo B,Correção de simulado Física,,
L0000618,O20220057,2022,2022-03-24,Física,P006,Extensivo B,Resolução de questões Física,60,
L0000619,O20220057,2022,2022-03-03,Física,P006,Extensivo B,Laboratório Física,60,online
L0000620,O20220057,2022,2022/04/05,Física,P006,Extensivo B,Revisão Física,,Online
L0000621,O20220057,2022,2022-04-06,Física,P006,Extensivo B,Correção de simulado Física,60,Híbrido
L0000622,O20220057,2022,2022-05-03,Física,P006,Extensivo B,Revisão Física,60,Presencial
L0000623,O20220057,2022,2022-05-10,Física,P006,Extensivo B,Revisão Física,50,Presencial
L0000624,O20220057,2022,2022-06-28,Física,P006,Extensivo B,Resolução de questões Física,90,Híbrido
L0000625,O20220057,2022,2022-06-05,Física,P006,Extensivo B,Resolução de questões Física,60,Presencial
L0000626,O20220057,2022,2022-07-22,Física,P006,Extensivo B,Resolução de questões Física,90,Online
L0000627,O20220057,2022,2022-07-05,Física,P006,Extensivo B,Laboratório Física,75,Online
L0000628,O20220057,2022,2022-08-25,Física,P006,Extensivo B,Revisão Física,50,
L0000629,O20220058,2022,2022-02-24,Química,P008,Extensivo B,Aula teórica Química,120,Presencial
L0000630,O20220058,2022,2022-02-26,Química,P008,Extensivo B, Química,,Online
L0000631,O20220058,2022,2022-03-06,Química,P008,Extensivo B,Correção de simulado Química,120,
L0000632,O20220058,2022,2022-03-15,Química,P008,Extensivo B, Química,75,Híbrido
L0000633,O20220058,2022,2022-04-11,Química,P008,Extensivo B,Revisão Química,120,Híbrido
L0000634,O20220058,2022,2022-04-16,Química,P008,Extensivo B,Revisão Química,,Híbrido
L0000635,O20220058,2022,2022-05-22,Química,P008,Extensivo B,Aula teórica Química,60,Online
L0000636,O20220058,2022,2022-05-10,Química,P008,Extensivo B,Laboratório Química,90,Presencial
L0000637,O20220058,2022,2022-06-15,Química,P008,Extensivo B,Laboratório Química,60,Híbrido
L0000638,O20220058,2022,2022-06-18,Química,P008,Extensivo B, Química,,Híbrido
L0000639,O20220058,2022,2022-07-18,Química,P008,Extensivo B, Química,120,online
L0000640,O20220058,2022,2022-07-23,Química,P008,Extensivo B,Correção de simulado Química,60,Online
L0000641,O20220058,2022,2022-08-04,Química,P008,Extensivo B,Resolução de questões Química,50,online
L0000642,O20220059,2022,2022-02-08,Biologia,P013,Extensivo B, Biologia,90,online
L0000643,O20220059,2022,2022-02-27,Biologia,P013,Extensivo B, Biologia,120,Online
L0000644,O20220059,2022,2022-03-09,Biologia,P013,Extensivo B,Aula teórica Biologia,90,Presencial
L0000645,O20220059,2022,2022-03-02,Biologia,P013,Extensivo B,Laboratório Biologia,75,online
L0000646,O20220059,2022,2022-04-08,Biologia,P013,Extensivo B,Revisão Biologia,75,Híbrido
L0000647,O20220059,2022,2022-04-21,Biologia,P013,Extensivo B,Laboratório Biologia,90,online
L0000648,O20220059,2022,2022-05-13,Biologia,P013,Extensivo B,Correção de simulado Biologia,75,Online
L0000649,O20220059,2022,2022-05-05,Biologia,P013,Extensivo B,Revisão Biologia,90,online
L0000650,O20220059,2022,2022-06-01,Biologia,P013,Extensivo B,Laboratório Biologia,60,Híbrido
L0000651,O20220059,2022,2022-06-21,Biologia,P013,Extensivo B, Biologia,60,online
L0000652,O20220059,2022,2022-07-12,Biologia,P013,Extensivo B,Correção de simulado Biologia,60,
L0000653,O20220059,2022,2022-07-26,Biologia,P013,Extensivo B,Resolução de questões Biologia,90,online
L0000654,O20220059,2022,2022-08-19,Biologia,P013,Extensivo B,Resolução de questões Biologia,60,Online
L0000655,O20220059,2022,08-24-2022,Biologia,P013,Extensivo B, Biologia,,
L0000656,O20220060,2022,2022-02-22,História,P014,Extensivo B,Aula teórica História,,
L0000657,O20220060,2022,2022-02-22,História,P014,Extensivo B, História,90,Híbrido
L0000658,O20220060,2022,2022-03-08,História,P014,Extensivo B,Laboratório História,60,online
L0000659,O20220060,2022,2022-03-04,História,P014,Extensivo B,Aula teórica História,90,Híbrido
L0000660,O20220060,2022,2022-04-11,História,P014,Extensivo B,Correção de simulado História,90,Híbrido
L0000661,O20220060,2022,2022-04-04,História,P014,Extensivo B,Revisão História,120,Presencial
L0000662,O20220060,2022,2022-05-27,História,P014,Extensivo B, História,50,Online
L0000663,O20220060,2022,2022-05-13,História,P014,Extensivo B,Correção de simulado História,90,Presencial
L0000664,O20220060,2022,2022-06-10,História,P014,Extensivo B,Correção de simulado História,60,Online
L0000665,O20220060,2022,21/06/2022,História,P014,Extensivo B,Resolução de questões História,75,Híbrido
L0000666,O20220060,2022,2022-07-23,História,P014,Extensivo B,Aula teórica História,90,
L0000667,O20220060,2022,2022-07-08,História,P014,Extensivo B,Aula teórica História,75,Online
L0000668,O20220060,2022,2022-08-06,História,P014,Extensivo B,Resolução de questões História,50,Online
L0000669,O20220060,2022,2022-08-03,História,P014,Extensivo B, História,75,Online
L0000670,O20220061,2022,2022-02-21,Geografia,P017,Extensivo B,Laboratório Geografia,75,
L0000671,O20220061,2022,2022-02-13,Geografia,P017,Extensivo B, Geografia,120,
L0000672,O20220061,2022,2022-03-02,Geografia,P017,Extensivo B,Revisão Geografia,75,Presencial
L0000673,O20220061,2022,2022-03-16,Geografia,P017,Extensivo B,Aula teórica Geografia,,
L0000674,O20220061,2022,2022-04-25,Geografia,P017,Extensivo B,Revisão Geografia,,Presencial
L0000675,O20220061,2022,2022-04-12,Geografia,P017,Extensivo B,Revisão Geografia,,
L0000676,O20220061,2022,2022-05-12,Geografia,P017,Extensivo B,Aula teórica Geografia,,Online
L0000677,O20220061,2022,2022-05-03,Geografia,P017,Extensivo B,Laboratório Geografia,90,online
L0000678,O20220061,2022,2022-06-10,Geografia,P017,Extensivo B,Laboratório Geografia,60,Online
L0000679,O20220061,2022,2022-06-28,Geografia,P017,Extensivo B, Geografia,60,Presencial
L0000680,O20220061,2022,2022-07-15,Geografia,P017,Extensivo B,Correção de simulado Geografia,90,
L0000681,O20220061,2022,2022-07-28,Geografia,P017,Extensivo B,Resolução de questões Geografia,120,online
L0000682,O20220061,2022,2022-08-12,Geografia,P017,Extensivo B,Revisão Geografia,50,
L0000683,O20220061,2022,2022-08-08,Geografia,P017,Extensivo B,Revisão Geografia,,Presencial
L0000684,O20220062,2022,2022-02-20,Português,P019,Extensivo B,Revisão Português,75,
L0000685,O20220062,2022,2022-02-16,Português,P019,Extensivo B, Português,120,Presencial
L0000686,O20220062,2022,2022-03-19,Português,P019,Extensivo B,Correção de simulado Português,90,Híbrido
L0000687,O20220062,2022,2022-03-09,Português,P019,Extensivo B,Revisão Português,75,Presencial
L0000688,O20220062,2022,2022-04-17,Português,P019,Extensivo B,Revisão Português,75,Online
L0000689,O20220062,2022,04-05-2022,Português,P019,Extensivo B, Português,75,
L0000690,O20220062,2022,2022-05-11,Português,P019,Extensivo B,Resolução de questões Português,50,Híbrido
L0000691,O20220062,2022,2022-05-18,Português,P019,Extensivo B,Laboratório Português,120,
L0000692,O20220062,2022,2022-06-26,Português,P019,Extensivo B,Revisão Português,75,Presencial
L0000693,O20220062,2022,2022-06-21,Português,P019,Extensivo B,Laboratório Português,60,Híbrido
L0000694,O20220062,2022,2022/07/03,Português,P019,Extensivo B,Revisão Português,60,Híbrido
L0000695,O20220062,2022,2022-07-28,Português,P019,Extensivo B,Correção de simulado Português,50,Online
L0000696,O20220062,2022,2022-08-26,Português,P019,Extensivo B,Correção de simulado Português,90,Online
L0000697,O20220063,2022,2022-02-13,Redacao,P022,Extensivo B,Laboratório Redação,50,online
L0000698,O20220063,2022,2022-02-27,Redacao,P022,Extensivo B, Redação,,online
L0000699,O20220063,2022,03-14-2022,Redacao,P022,Extensivo B,Resolução de questões Redação,75,online
L0000700,O20220063,2022,2022-03-26,Redacao,P022,Extensivo B,Resolução de questões Redação,120,online
L0000701,O20220063,2022,2022-04-20,Redacao,P022,Extensivo B,Revisão Redação,60,Online
L0000702,O20220063,2022,2022-04-28,Redacao,P022,Extensivo B, Redação,120,Presencial
L0000703,O20220063,2022,2022-05-22,Redacao,P022,Extensivo B,Revisão Redação,,Presencial
L0000704,O20220063,2022,2022/05/03,Redacao,P022,Extensivo B,Correção de simulado Redação,50,Presencial
L0000705,O20220063,2022,2022-06-28,Redacao,P022,Extensivo B,Resolução de questões Redação,,Presencial
L0000706,O20220063,2022,2022-06-16,Redacao,P022,Extensivo B,Resolução de questões Redação,50,Presencial
L0000707,O20220063,2022,17/07/2022,Redacao,P022,Extensivo B,Correção de simulado Redação,50,
L0000708,O20220064,2022,2022-02-02,Inglês,P027,Extensivo B,Resolução de questões Inglês,90,Online
L0000709,O20220064,2022,02-02-2022,Inglês,P027,Extensivo B,Aula teórica Inglês,60,online
L0000710,O20220064,2022,2022-03-24,Inglês,P027,Extensivo B,Aula teórica Inglês,60,Presencial
L0000711,O20220064,2022,2022-03-09,Inglês,P027,Extensivo B, Inglês,75,Presencial
L0000712,O20220064,2022,2022-04-16,Inglês,P027,Extensivo B,Correção de simulado Inglês,60,online
L0000713,O20220064,2022,2022-04-11,Inglês,P027,Extensivo B,Correção de simulado Inglês,,
L0000714,O20220064,2022,2022-05-25,Inglês,P027,Extensivo B,Correção de simulado Inglês,50,
L0000715,O20220064,2022,2022-05-21,Inglês,P027,Extensivo B,Laboratório Inglês,120,
L0000716,O20220064,2022,2022-06-27,Inglês,P027,Extensivo B, Inglês,60,Presencial
L0000717,O20220064,2022,2022-06-18,Inglês,P027,Extensivo B,Correção de simulado Inglês,50,Híbrido
L0000718,O20220065,2022,2022-02-08,Filosofia,P030,Extensivo B,Correção de simulado Filosofia,75,
L0000719,O20220065,2022,2022-02-16,Filosofia,P030,Extensivo B, Filosofia,60,Presencial
L0000720,O20220065,2022,2022-03-13,Filosofia,P030,Extensivo B,Correção de simulado Filosofia,50,Online
L0000721,O20220065,2022,2022/03/02,Filosofia,P030,Extensivo B,Laboratório Filosofia,,
L0000722,O20220065,2022,2022-04-25,Filosofia,P030,Extensivo B,Resolução de questões Filosofia,90,online
L0000723,O20220065,2022,2022-04-16,Filosofia,P030,Extensivo B,Resolução de questões Filosofia,,Presencial
L0000724,O20220065,2022,2022-05-15,Filosofia,P030,Extensivo B, Filosofia,90,
L0000725,O20220065,2022,2022-05-26,Filosofia,P030,Extensivo B,Laboratório Filosofia,,
L0000726,O20220066,2022,2022-02-25,Sociologia,P033,Extensivo B,Revisão Sociologia,120,
L0000727,O20220066,2022,2022/02/02,Sociologia,P033,Extensivo B,Revisão Sociologia,,Presencial
L0000728,O20220066,2022,2022-03-13,Sociologia,P033,Extensivo B, Sociologia,,Online
L0000729,O20220066,2022,2022-03-02,Sociologia,P033,Extensivo B,Resolução de questões Sociologia,50,Presencial
L0000730,O20220066,2022,2022-04-27,Sociologia,P033,Extensivo B,Correção de simulado Sociologia,50,Híbrido
L0000731,O20220066,2022,2022-04-09,Sociologia,P033,Extensivo B, Sociologia,50,Online
L0000732,O20220066,2022,2022-05-10,Sociologia,P033,Extensivo B,Laboratório Sociologia,90,Presencial
L0000733,O20220066,2022,2022-05-13,Sociologia,P033,Extensivo B, Sociologia,120,
L0000734,O20220066,2022,2022-06-13,Sociologia,P033,Extensivo B, Sociologia,,Presencial
L0000735,O20220066,2022,2022-06-03,Sociologia,P033,Extensivo B,Resolução de questões Sociologia,60,Presencial
L0000736,O20220066,2022,2022-07-10,Sociologia,P033,Extensivo B,Aula teórica Sociologia,60,
L0000737,O20220066,2022,2022-07-03,Sociologia,P033,Extensivo B,Aula teórica Sociologia,,Híbrido
L0000738,O20220066,2022,2022-08-17,Sociologia,P033,Extensivo B,Revisão Sociologia,50,
L0000739,O20220067,2022,2022-02-16,Matemática,P001,Intensivo ENEM,Resolução de questões Matemática,75,Online
L0000740,O20220067,2022,2022-02-09,Matemática,P001,Intensivo ENEM,Correção de simulado Matemática,90,Online
L0000741,O20220067,2022,2022-03-25,Matemática,P001,Intensivo ENEM,Laboratório Matemática,75,Online
L0000742,O20220067,2022,2022-03-14,Matemática,P001,Intensivo ENEM,Laboratório Matemática,75,Presencial
L0000743,O20220067,2022,04-27-2022,Matemática,P001,Intensivo ENEM,Revisão Matemática,75,Presencial
L0000744,O20220067,2022,2022-04-19,Matemática,P001,Intensivo ENEM,Revisão Matemática,90,Presencial
L0000745,O20220067,2022,2022-05-14,Matemática,P001,Intensivo ENEM,Revisão Matemática,120,
L0000746,O20220067,2022,2022-05-17,Matemática,P001,Intensivo ENEM,Laboratório Matemática,75,Presencial
L0000747,O20220067,2022,2022-06-20,Matemática,P001,Intensivo ENEM,Aula teórica Matemática,50,Híbrido
L0000748,O20220067,2022,2022-06-17,Matemática,P001,Intensivo ENEM,Revisão Matemática,75,Presencial
L0000749,O20220067,2022,2022-07-23,Matemática,P001,Intensivo ENEM,Correção de simulado Matemática,75,online
L0000750,O20220067,2022,2022-07-08,Matemática,P001,Intensivo ENEM,Correção de simulado Matemática,120,online
L0000751,O20220068,2022,2022-02-06,Física,P007,Intensivo ENEM,Correção de simulado Física,,online
L0000752,O20220068,2022,2022-02-23,Física,P007,Intensivo ENEM,Aula teórica Física,,Presencial
L0000753,O20220068,2022,2022-03-02,Física,P007,Intensivo ENEM,Aula teórica Física,50,Híbrido
L0000754,O20220068,2022,2022-03-19,Física,P007,Intensivo ENEM, Física,120,Híbrido
L0000755,O20220068,2022,2022-04-01,Física,P007,Intensivo ENEM, Física,50,Presencial
L0000756,O20220068,2022,2022-04-24,Física,P007,Intensivo ENEM,Correção de simulado Física,50,Online
L0000757,O20220068,2022,2022-05-02,Física,P007,Intensivo ENEM,Aula teórica Física,120,Híbrido
L0000758,O20220068,2022,2022-05-23,Física,P007,Intensivo ENEM,Revisão Física,60,Presencial
L0000759,O20220068,2022,2022-06-18,Física,P007,Intensivo ENEM,Correção de simulado Física,,online
L0000760,O20220068,2022,2022-06-11,Física,P007,Intensivo ENEM,Aula teórica Física,50,online
L0000761,O20220068,2022,2022-07-19,Física,P007,Intensivo ENEM,Correção de simulado Física,75,
L0000762,O20220068,2022,2022-07-12,Física,P007,Intensivo ENEM, Física,50,Presencial
L0000763,O20220068,2022,08-09-2022,Física,P007,Intensivo ENEM,Revisão Física,90,online
L0000764,O20220069,2022,2022-02-22,Química,P009,Intensivo ENEM,Resolução de questões Química,,
L0000765,O20220069,2022,2022-02-16,Química,P009,Intensivo ENEM, Química,,Online
L0000766,O20220069,2022,2022-03-16,Química,P009,Intensivo ENEM,Correção de simulado Química,90,Presencial
L0000767,O20220069,2022,2022-03-05,Química,P009,Intensivo ENEM,Revisão Química,60,
L0000768,O20220069,2022,2022-04-23,Química,P009,Intensivo ENEM,Aula teórica Química,120,Presencial
L0000769,O20220069,2022,2022-04-14,Química,P009,Intensivo ENEM,Laboratório Química,,
L0000770,O20220069,2022,2022-05-22,Química,P009,Intensivo ENEM, Química,60,Online
L0000771,O20220069,2022,2022-05-05,Química,P009,Intensivo ENEM,Correção de simulado Química,90,Online
L0000772,O20220069,2022,2022-06-24,Química,P009,Intensivo ENEM,Aula teórica Química,50,Online
L0000773,O20220069,2022,2022-06-26,Química,P009,Intensivo ENEM, Química,60,Presencial
L0000774,O20220069,2022,2022-07-24,Química,P009,Intensivo ENEM,Correção de simulado Química,,Híbrido
L0000775,O20220069,2022,2022-07-12,Química,P009,Intensivo ENEM,Laboratório Química,60,
L0000776,O20220069,2022,2022-08-01,Química,P009,Intensivo ENEM,Laboratório Química,90,online
L0000777,O20220070,2022,2022-02-02,Biologia,P012,Intensivo ENEM,Resolução de questões Biologia,50,online
L0000778,O20220070,2022,2022-02-22,Biologia,P012,Intensivo ENEM,Aula teórica Biologia,50,Online
