presenca_id,aula_id,aluno_id,status_presenca,atraso_min,justificativa
PA000007644,L0000320,A00542,Presente,0,
PA000007645,L0000320,A00547,Ausente,,
PA000007646,L0000320,A00554,Presente,,
PA000007647,L0000320,A00595,Presente,10,
PA000007648,L0000320,A00721,Presente,0,
PA000007649,L0000320,A00774,Justificado,,Atestado
PA000007650,L0000320,A00776,Presente,5,
PA000007651,L0000321,A00026,Presente,10,
PA000007652,L0000321,A00073,Presente,0,
PA000007653,L0000321,A00140,Presente,10,
PA000007654,L0000321,A00167,Presente,20,
PA000007655,L0000321,A00212,Presente,10,
PA000007656,L0000321,A00333,Presente,0,
PA000007657,L0000321,A00340,Presente,,
PA000007658,L0000321,A00365,Presente,,
PA000007659,L0000321,A00376,Presente,0,
PA000007660,L0000321,A00409,Presente,,
PA000007661,L0000321,A00443,Presente,5,
PA000007662,L0000321,A00481,Presente,20,
PA000007663,L0000321,A00494,Presente,0,
PA000007664,L0000321,A00542,Presente,30,
PA000007665,L0000321,A00547,Presente,0,
PA000007666,L0000321,A00721,Presente,0,
PA000007667,L0000321,A00754,Justificado,,Motivo familiar
PA000007668,L0000321,A00764,Presente,0,
PA000007669,L0000321,A00774,Presente,10,
PA000007670,L0000321,A00776,Presente,0,
PA000007671,L0000322,A00004,Presente,0,
PA000007672,L0000322,A00026,Presente,20,
PA000007673,L0000322,A00167,Presente,20,
PA000007674,L0000322,A00212,Presente,,
PA000007675,L0000322,A00365,Presente,0,
PA000007676,L0000322,A00376,Presente,0,
PA000007677,L0000322,A00409,Ausente,,Conflito de horário
PA000007678,L0000322,A00471,Presente,5,
PA000007679,L0000322,A00481,Presente,15,
PA000007680,L0000322,A00494,Ausente,,
PA000007681,L0000322,A00526,presente,,
PA000007682,L0000322,A00554,Presente,15,
PA000007683,L0000322,A00595,Presente,,
PA000007684,L0000322,A00721,Presente,,
PA000007685,L0000322,A00754,Presente,10,
PA000007686,L0000322,A00774,Presente,0,
PA000007687,L0000322,A00776,Presente,5,
PA000007688,L0000323,A00004,Presente,0,
PA000007689,L0000323,A00026,Presente,20,
PA000007690,L0000323,A00167,Presente,0,
PA000007691,L0000323,A00212,Presente,5,
PA000007692,L0000323,A00333,Presente,0,
PA000007693,L0000323,A00363,Presente,0,
PA000007694,L0000323,A00365,Presente,10,
PA000007695,L0000323,A00368,Presente,30,
PA000007696,L0000323,A00409,Presente,0,
PA000007697,L0000323,A00494,Atrasado,0,
PA000007698,L0000323,A00526,Presente,0,
PA000007699,L0000323,A00542,Ausente,,Problema de transporte
PA000007700,L0000323,A00547,Presente,5,
PA000007701,L0000323,A00554,Presente,,
PA000007702,L0000323,A00721,Presente,30,
PA000007703,L0000323,A00764,Presente,10,
PA000007704,L0000323,A00774,Presente,30,
PA000007705,L0000323,A00776,presente,5,
PA000007706,L0000324,A00004,Presente,,
PA000007707,L0000324,A00026,Presente,0,
PA000007708,L0000324,A00073,Presente,,
PA000007709,L0000324,A00140,Presente,5,
PA000007710,L0000324,A00212,Presente,5,
PA000007711,L0000324,A00333,Justificado,,Atestado
PA000007712,L0000324,A00347,Presente,0,
PA000007713,L0000324,A00365,Presente,0,
PA000007714,L0000324,A00368,Presente,10,
PA000007715,L0000324,A00376,Presente,5,
PA000007716,L0000324,A00409,Presente,0,
PA000007717,L0000324,A00443,Ausente,,Conflito de horário
PA000007718,L0000324,A00471,Presente,0,
PA000007719,L0000324,A00526,Atrasado,0,
PA000007720,L0000324,A00547,Presente,,
PA000007721,L0000324,A00554,Presente,15,
PA000007722,L0000324,A00721,Presente,15,
PA000007723,L0000324,A00764,Presente,0,
PA000007724,L0000324,A00774,Presente,15,
PA000007725,L0000325,A00026,Presente,0,
PA000007726,L0000325,A00072,Presente,0,
PA000007727,L0000325,A00073,Ausente,,Conflito de horário
PA000007728,L0000325,A00140,Presente,15,
PA000007729,L0000325,A00212,Presente,0,
PA000007730,L0000325,A00248,Presente,5,
PA000007731,L0000325,A00363,Justificado,,Problema de transporte
PA000007732,L0000325,A00365,Presente,0,
PA000007733,L0000325,A00368,Presente,0,
PA000007734,L0000325,A00376,Ausente,,Atestado
PA000007735,L0000325,A00471,Presente,0,
PA000007736,L0000325,A00547,Justificado,,Conflito de horário
PA000007737,L0000325,A00554,,,
PA000007738,L0000325,A00595,Presente,10,
PA000007739,L0000325,A00750,Ausente,,Conflito de horário
PA000007740,L0000325,A00774,Ausente,,Motivo familiar
PA000007741,L0000325,A00776,Presente,10,
PA000007742,L0000326,A00004,Presente,30,
PA000007743,L0000326,A00026,Presente,0,
PA000007744,L0000326,A00072,Presente,30,
PA000007745,L0000326,A00073,Atrasado,0,
PA000007746,L0000326,A00140,Presente,5,
PA000007747,L0000326,A00167,Presente,15,
PA000007748,L0000326,A00212,Justificado,,Problema de transporte
PA000007749,L0000326,A00248,,,
PA000007750,L0000326,A00333,Presente,20,
PA000007751,L0000326,A00363,Presente,0,
PA000007752,L0000326,A00365,Presente,,
PA000007753,L0000326,A00368,Justificado,,Conflito de horário
PA000007754,L0000326,A00376,Ausente,,Conflito de horário
PA000007755,L0000326,A00409,Presente,0,
PA000007756,L0000326,A00443,Presente,,
PA000007757,L0000326,A00471,Presente,0,
PA000007758,L0000326,A00526,Presente,10,
PA000007759,L0000326,A00542,Ausente,,Conflito de horário
PA000007760,L0000326,A00547,Presente,30,
PA000007761,L0000326,A00554,Presente,0,
PA000007762,L0000326,A00595,Presente,0,
PA000007763,L0000326,A00750,Atrasado,10,
PA000007764,L0000326,A00764,Presente,20,
PA000007765,L0000326,A00776,Ausente,,Motivo familiar
PA000007766,L0000327,A00072,Ausente,,Motivo familiar
PA000007767,L0000327,A00073,Atrasado,0,
PA000007768,L0000327,A00140,Atrasado,0,
PA000007769,L0000327,A00167,Ausente,,Conflito de horário
PA000007770,L0000327,A00212,Presente,15,
PA000007771,L0000327,A00248,Presente,0,
PA000007772,L0000327,A00363,Justificado,,
PA000007773,L0000327,A00368,Presente,15,
PA000007774,L0000327,A00409,Presente,20,
PA000007775,L0000327,A00443,Presente,30,
PA000007776,L0000327,A00471,Presente,0,
PA000007777,L0000327,A00526,Presente,,
PA000007778,L0000327,A00542,Presente,0,
PA000007779,L0000327,A00554,Justificado,,Atestado
PA000007780,L0000327,A00595,Presente,30,
PA000007781,L0000327,A00764,Presente,30,
PA000007782,L0000327,A00774,Presente,0,
PA000007783,L0000327,A00776,Justificado,,
PA000007784,L0000328,A00004,Ausente,,Atestado
PA000007785,L0000328,A00073,Presente,,
PA000007786,L0000328,A00248,Presente,0,
PA000007787,L0000328,A00363,Atrasado,,
PA000007788,L0000328,A00365,,,
PA000007789,L0000328,A00368,Presente,20,
PA000007790,L0000328,A00409,Presente,30,
PA000007791,L0000328,A00494,Presente,0,
PA000007792,L0000328,A00526,,,
PA000007793,L0000328,A00542,Ausente,,
PA000007794,L0000328,A00595,Presente,0,
PA000007795,L0000328,A00750,Presente,10,
PA000007796,L0000328,A00764,Presente,10,
PA000007797,L0000329,A00004,Presente,0,
PA000007798,L0000329,A00072,Presente,0,
PA000007799,L0000329,A00140,Presente,0,
PA000007800,L0000329,A00167,Presente,0,
PA000007801,L0000329,A00248,Presente,0,
PA000007802,L0000329,A00333,Presente,0,
PA000007803,L0000329,A00363,Presente,0,
PA000007804,L0000329,A00365,Atrasado,15,
PA000007805,L0000329,A00368,Presente,0,
PA000007806,L0000329,A00376,Presente,0,
PA000007807,L0000329,A00409,Presente,5,
PA000007808,L0000329,A00443,Presente,,
PA000007809,L0000329,A00526,Presente,0,
PA000007810,L0000329,A00547,Presente,20,
PA000007811,L0000329,A00595,Atrasado,0,
PA000007812,L0000329,A00750,Presente,0,
PA000007813,L0000329,A00764,Atrasado,0,
PA000007814,L0000329,A00776,Presente,0,
PA000007815,L0000330,A00004,Presente,30,
PA000007816,L0000330,A00026,Justificado,,
PA000007817,L0000330,A00073,Presente,0,
PA000007818,L0000330,A00140,Ausente,,Problema de transporte
PA000007819,L0000330,A00167,Presente,30,
PA000007820,L0000330,A00212,Justificado,,Conflito de horário
PA000007821,L0000330,A00248,Presente,20,
PA000007822,L0000330,A00333,Presente,30,
PA000007823,L0000330,A00363,Presente,0,
PA000007824,L0000330,A00365,Presente,0,
PA000007825,L0000330,A00368,Presente,0,
PA000007826,L0000330,A00376,Presente,15,
PA000007827,L0000330,A00409,Presente,15,
PA000007828,L0000330,A00494,Justificado,,Conflito de horário
PA000007829,L0000330,A00526,Justificado,,Atestado
PA000007830,L0000330,A00542,Presente,30,
PA000007831,L0000330,A00547,Presente,15,
PA000007832,L0000330,A00595,Presente,30,
PA000007833,L0000330,A00750,Presente,30,
PA000007834,L0000330,A00764,Ausente,,Problema de transporte
PA000007835,L0000330,A00776,Presente,5,
PA000007836,L0000331,A00004,Presente,20,
PA000007837,L0000331,A00026,Presente,10,
PA000007838,L0000331,A00072,Presente,,
PA000007839,L0000331,A00073,presente,15,
PA000007840,L0000331,A00140,Presente,5,
PA000007841,L0000331,A00167,Presente,0,
PA000007842,L0000331,A00248,Presente,30,
PA000007843,L0000331,A00333,Presente,0,
PA000007844,L0000331,A00363,Presente,30,
PA000007845,L0000331,A00368,Presente,30,
PA000007846,L0000331,A00376,Presente,20,
PA000007847,L0000331,A00409,Presente,5,
PA000007848,L0000331,A00443,Atrasado,20,
PA000007849,L0000331,A00471,Presente,0,
PA000007850,L0000331,A00494,Presente,0,
PA000007851,L0000331,A00526,Presente,5,
PA000007852,L0000331,A00542,Presente,10,
PA000007853,L0000331,A00547,Presente,30,
PA000007854,L0000331,A00774,Presente,0,
PA000007855,L0000331,A00776,Presente,0,
PA000007856,L0000332,A00004,Presente,10,
PA000007857,L0000332,A00026,Presente,0,
PA000007858,L0000332,A00072,Justificado,,Problema de transporte
PA000007859,L0000332,A00073,Presente,30,
PA000007860,L0000332,A00140,Presente,20,
PA000007861,L0000332,A00167,Presente,30,
PA000007862,L0000332,A00212,Presente,30,
PA000007863,L0000332,A00248,Justificado,,Problema de transporte
PA000007864,L0000332,A00333,Presente,0,
PA000007865,L0000332,A00368,Presente,30,
PA000007866,L0000332,A00376,Presente,5,
PA000007867,L0000332,A00409,Presente,15,
PA000007868,L0000332,A00443,Presente,,
PA000007869,L0000332,A00494,Presente,0,
PA000007870,L0000332,A00526,Presente,0,
PA000007871,L0000332,A00542,Presente,10,
PA000007872,L0000332,A00547,Ausente,,Atestado
PA000007873,L0000332,A00554,Presente,20,
PA000007874,L0000332,A00595,Presente,0,
PA000007875,L0000332,A00750,Ausente,,Atestado
PA000007876,L0000332,A00764,Justificado,,Conflito de horário
PA000007877,L0000332,A00776,Presente,0,
PA000007878,L0000333,A00004,Presente,30,
PA000007879,L0000333,A00072,Presente,0,
PA000007880,L0000333,A00073,Presente,15,
PA000007881,L0000333,A00140,Presente,0,
PA000007882,L0000333,A00248,Presente,5,
PA000007883,L0000333,A00333,Presente,0,
PA000007884,L0000333,A00347,Presente,10,
PA000007885,L0000333,A00363,Ausente,,Problema de transporte
PA000007886,L0000333,A00365,Presente,30,
PA000007887,L0000333,A00368,Ausente,,
PA000007888,L0000333,A00409,Presente,15,
PA000007889,L0000333,A00443,Presente,5,
PA000007890,L0000333,A00471,Presente,20,
PA000007891,L0000333,A00481,Presente,5,
PA000007892,L0000333,A00494,Atrasado,30,
PA000007893,L0000333,A00526,Presente,20,
PA000007894,L0000333,A00542,Presente,,
PA000007895,L0000333,A00547,Ausente,,Motivo familiar
PA000007896,L0000333,A00721,Ausente,,
PA000007897,L0000333,A00774,Presente,5,
PA000007898,L0000334,A00004,Presente,20,
PA000007899,L0000334,A00072,Presente,20,
PA000007900,L0000334,A00073,Presente,0,
PA000007901,L0000334,A00140,Presente,,
PA000007902,L0000334,A00212,Presente,30,
PA000007903,L0000334,A00248,Justificado,,Motivo familiar
PA000007904,L0000334,A00347,Presente,5,
PA000007905,L0000334,A00363,Presente,20,
PA000007906,L0000334,A00365,Presente,15,
PA000007907,L0000334,A00376,Ausente,,
PA000007908,L0000334,A00409,Atrasado,,
PA000007909,L0000334,A00471,Presente,10,
PA000007910,L0000334,A00481,Presente,30,
PA000007911,L0000334,A00494,Presente,,
PA000007912,L0000334,A00526,Presente,0,
PA000007913,L0000334,A00554,Presente,0,
PA000007914,L0000334,A00698,Presente,10,
PA000007915,L0000334,A00721,Presente,15,
PA000007916,L0000334,A00774,Presente,,
PA000007917,L0000335,A00073,Presente,0,
PA000007918,L0000335,A00140,Presente,0,
PA000007919,L0000335,A00333,Presente,0,
PA000007920,L0000335,A00347,Ausente,,
PA000007921,L0000335,A00363,Presente,30,
PA000007922,L0000335,A00365,Ausente,,Motivo familiar
PA000007923,L0000335,A00376,Presente,30,
PA000007924,L0000335,A00409,Atrasado,0,
PA000007925,L0000335,A00443,Presente,20,
PA000007926,L0000335,A00471,Ausente,,Conflito de horário
PA000007927,L0000335,A00481,presente,20,
PA000007928,L0000335,A00526,Presente,20,
PA000007929,L0000335,A00542,Presente,0,
PA000007930,L0000335,A00547,Presente,10,
PA000007931,L0000335,A00554,Ausente,,Conflito de horário
PA000007932,L0000335,A00698,Atrasado,20,
PA000007933,L0000335,A00750,Presente,0,
PA000007934,L0000335,A00774,Presente,10,
PA000007935,L0000336,A00004,Presente,20,
PA000007936,L0000336,A00073,Presente,10,
PA000007937,L0000336,A00212,Presente,0,
PA000007938,L0000336,A00248,Presente,10,
PA000007939,L0000336,A00333,Presente,0,
PA000007940,L0000336,A00340,Presente,0,
PA000007941,L0000336,A00363,Presente,,
PA000007942,L0000336,A00368,Presente,0,
PA000007943,L0000336,A00376,Ausente,,Problema de transporte
PA000007944,L0000336,A00409,Presente,,
PA000007945,L0000336,A00443,Presente,10,
PA000007946,L0000336,A00471,Presente,20,
PA000007947,L0000336,A00481,Presente,0,
PA000007948,L0000336,A00494,Presente,0,
PA000007949,L0000336,A00526,Presente,0,
PA000007950,L0000336,A00542,Presente,10,
PA000007951,L0000336,A00547,Presente,,
PA000007952,L0000336,A00554,Presente,10,
PA000007953,L0000336,A00698,Presente,,
PA000007954,L0000336,A00721,Presente,0,
PA000007955,L0000336,A00750,Justificado,,Conflito de horário
PA000007956,L0000336,A00774,Ausente,,Motivo familiar
PA000007957,L0000337,A00004,Presente,,
PA000007958,L0000337,A00073,Presente,5,
PA000007959,L0000337,A00140,Presente,10,
PA000007960,L0000337,A00212,Presente,,
PA000007961,L0000337,A00248,Ausente,,Atestado
PA000007962,L0000337,A00333,Presente,5,
PA000007963,L0000337,A00340,Presente,5,
PA000007964,L0000337,A00363,Presente,0,
PA000007965,L0000337,A00365,Ausente,,Motivo familiar
PA000007966,L0000337,A00368,Presente,5,
PA000007967,L0000337,A00376,Presente,20,
PA000007968,L0000337,A00409,Presente,0,
PA000007969,L0000337,A00443,Presente,0,
PA000007970,L0000337,A00526,Presente,,
PA000007971,L0000337,A00542,Presente,30,
PA000007972,L0000337,A00547,Presente,0,
PA000007973,L0000337,A00554,Presente,0,
PA000007974,L0000337,A00698,Presente,10,
PA000007975,L0000337,A00750,Presente,0,
PA000007976,L0000337,A00774,Presente,10,
PA000007977,L0000338,A00004,Presente,30,
PA000007978,L0000338,A00072,Presente,15,
PA000007979,L0000338,A00073,Ausente,,Motivo familiar
PA000007980,L0000338,A00140,Presente,30,
PA000007981,L0000338,A00212,Ausente,,Motivo familiar
PA000007982,L0000338,A00248,Presente,0,
PA000007983,L0000338,A00340,Presente,10,
PA000007984,L0000338,A00347,Presente,0,
PA000007985,L0000338,A00363,Presente,20,
PA000007986,L0000338,A00368,Presente,30,
PA000007987,L0000338,A00409,Presente,0,
PA000007988,L0000338,A00471,Presente,,
PA000007989,L0000338,A00494,Presente,0,
PA000007990,L0000338,A00526,Presente,30,
PA000007991,L0000338,A00542,Presente,30,
PA000007992,L0000338,A00547,Ausente,,
PA000007993,L0000338,A00554,Presente,0,
PA000007994,L0000338,A00698,Ausente,,Motivo familiar
PA000007995,L0000338,A00721,Presente,10,
PA000007996,L0000338,A00750,Presente,30,
PA000007997,L0000338,A00774,Presente,10,
PA000007998,L0000339,A00004,Presente,15,
PA000007999,L0000339,A00072,Presente,0,
PA000008000,L0000339,A00073,Presente,0,
PA000008001,L0000339,A00140,Presente,0,
PA000008002,L0000339,A00212,Presente,0,
PA000008003,L0000339,A00248,Presente,0,
PA000008004,L0000339,A00333,Presente,0,
PA000008005,L0000339,A00340,Presente,0,
PA000008006,L0000339,A00363,Ausente,,Conflito de horário
PA000008007,L0000339,A00365,Presente,5,
PA000008008,L0000339,A00409,Presente,20,
PA000008009,L0000339,A00443,Presente,0,
PA000008010,L0000339,A00526,Ausente,,Problema de transporte
PA000008011,L0000339,A00554,Presente,30,
PA000008012,L0000339,A00698,Presente,20,
PA000008013,L0000339,A00721,Presente,0,
PA000008014,L0000339,A00750,Presente,,
PA000008015,L0000339,A00774,Presente,20,
PA000008016,L0000340,A00004,Ausente,,Atestado
PA000008017,L0000340,A00072,Presente,20,
PA000008018,L0000340,A00073,Presente,,
PA000008019,L0000340,A00140,Presente,5,
PA000008020,L0000340,A00212,Presente,0,
PA000008021,L0000340,A00248,Presente,0,
PA000008022,L0000340,A00333,Presente,0,
PA000008023,L0000340,A00340,Presente,0,
PA000008024,L0000340,A00347,Presente,5,
PA000008025,L0000340,A00365,Ausente,,Conflito de horário
PA000008026,L0000340,A00368,Presente,30,
PA000008027,L0000340,A00376,Ausente,,Problema de transporte
PA000008028,L0000340,A00409,Presente,10,
PA000008029,L0000340,A00443,Ausente,,Conflito de horário
PA000008030,L0000340,A00481,Ausente,,
PA000008031,L0000340,A00494,Presente,30,
PA000008032,L0000340,A00526,Presente,15,
PA000008033,L0000340,A00542,Presente,0,
PA000008034,L0000340,A00547,Presente,0,
PA000008035,L0000340,A00554,Presente,10,
PA000008036,L0000340,A00698,Justificado,,
PA000008037,L0000340,A00721,Presente,0,
PA000008038,L0000340,A00774,Presente,10,
PA000008039,L0000341,A00072,Atrasado,0,
PA000008040,L0000341,A00140,Presente,15,
PA000008041,L0000341,A00212,Ausente,,Problema de transporte
PA000008042,L0000341,A00248,Ausente,,Conflito de horário
PA000008043,L0000341,A00333,Presente,15,
PA000008044,L0000341,A00340,Presente,30,
PA000008045,L0000341,A00363,Presente,15,
PA000008046,L0000341,A00368,Ausente,,Conflito de horário
PA000008047,L0000341,A00376,Presente,10,
PA000008048,L0000341,A00409,Presente,15,
PA000008049,L0000341,A00443,Presente,5,
PA000008050,L0000341,A00471,Presente,0,
PA000008051,L0000341,A00494,Presente,5,
PA000008052,L0000341,A00526,Presente,15,
PA000008053,L0000341,A00547,Presente,0,
PA000008054,L0000341,A00554,Presente,20,
PA000008055,L0000341,A00698,Presente,10,
PA000008056,L0000341,A00750,Presente,30,
PA000008057,L0000341,A00774,Justificado,,Motivo familiar
PA000008058,L0000342,A00004,Presente,15,
PA000008059,L0000342,A00073,Presente,15,
PA000008060,L0000342,A00140,Ausente,,Problema de transporte
PA000008061,L0000342,A00248,Presente,20,
PA000008062,L0000342,A00333,Atrasado,30,
PA000008063,L0000342,A00347,Presente,20,
PA000008064,L0000342,A00365,Presente,10,
PA000008065,L0000342,A00368,Presente,0,
PA000008066,L0000342,A00481,Presente,10,
PA000008067,L0000342,A00542,Presente,20,
PA000008068,L0000342,A00547,Presente,0,
PA000008069,L0000342,A00721,Presente,20,
PA000008070,L0000342,A00750,Presente,10,
PA000008071,L0000343,A00004,Presente,30,
PA000008072,L0000343,A00072,Presente,10,
PA000008073,L0000343,A00073,Presente,0,
PA000008074,L0000343,A00248,Presente,0,
PA000008075,L0000343,A00347,Presente,0,
PA000008076,L0000343,A00363,Presente,0,
PA000008077,L0000343,A00368,Presente,30,
PA000008078,L0000343,A00376,Presente,10,
PA000008079,L0000343,A00443,Presente,15,
PA000008080,L0000343,A00481,Presente,15,
PA000008081,L0000343,A00494,Presente,30,
PA000008082,L0000343,A00526,Presente,,
PA000008083,L0000343,A00547,Presente,20,
PA000008084,L0000343,A00554,,,
PA000008085,L0000343,A00698,Ausente,,Conflito de horário
PA000008086,L0000343,A00750,Presente,,
PA000008087,L0000344,A00004,Presente,0,
PA000008088,L0000344,A00073,Ausente,,Problema de transporte
PA000008089,L0000344,A00212,Justificado,,Atestado
PA000008090,L0000344,A00248,Presente,,
PA000008091,L0000344,A00347,Ausente,,Problema de transporte
PA000008092,L0000344,A00363,Presente,15,
PA000008093,L0000344,A00365,Presente,0,
PA000008094,L0000344,A00368,Atrasado,30,
PA000008095,L0000344,A00376,Presente,0,
PA000008096,L0000344,A00409,Presente,0,
PA000008097,L0000344,A00443,Presente,5,
PA000008098,L0000344,A00471,Presente,15,
PA000008099,L0000344,A00481,Ausente,,Problema de transporte
PA000008100,L0000344,A00494,Presente,,
PA000008101,L0000344,A00526,Presente,0,
PA000008102,L0000344,A00547,Presente,0,
PA000008103,L0000344,A00698,Presente,0,
PA000008104,L0000344,A00721,,,
PA000008105,L0000344,A00750,Presente,5,
PA000008106,L0000344,A00774,Presente,0,
PA000008107,L0000345,A00004,Presente,,
PA000008108,L0000345,A00073,Presente,0,
PA000008109,L0000345,A00212,Presente,5,
PA000008110,L0000345,A00248,Presente,30,
PA000008111,L0000345,A00333,Presente,0,
PA000008112,L0000345,A00363,Ausente,,
PA000008113,L0000345,A00376,Presente,20,
PA000008114,L0000345,A00443,Presente,,
PA000008115,L0000345,A00481,Presente,15,
PA000008116,L0000345,A00494,Presente,0,
PA000008117,L0000345,A00526,Ausente,,
PA000008118,L0000345,A00542,Ausente,,Motivo familiar
PA000008119,L0000345,A00547,Atrasado,5,
PA000008120,L0000345,A00698,Presente,,
PA000008121,L0000345,A00750,Atrasado,30,
PA000008122,L0000345,A00774,Presente,,
PA000008123,L0000346,A00073,Presente,0,
PA000008124,L0000346,A00140,Presente,20,
PA000008125,L0000346,A00248,Ausente,,Motivo familiar
PA000008126,L0000346,A00333,Presente,0,
PA000008127,L0000346,A00340,Presente,0,
PA000008128,L0000346,A00347,Presente,15,
PA000008129,L0000346,A00363,Presente,10,
PA000008130,L0000346,A00376,presente,5,
PA000008131,L0000346,A00443,Presente,30,
PA000008132,L0000346,A00494,Presente,,
PA000008133,L0000346,A00526,Presente,20,
PA000008134,L0000346,A00542,Presente,0,
PA000008135,L0000346,A00547,Presente,10,
PA000008136,L0000346,A00554,Presente,30,
PA000008137,L0000346,A00698,Presente,,
PA000008138,L0000346,A00750,Presente,0,
PA000008139,L0000346,A00774,Presente,0,
PA000008140,L0000347,A00067,Atrasado,,
PA000008141,L0000347,A00120,Presente,0,
PA000008142,L0000347,A00141,Presente,,
PA000008143,L0000347,A00196,Justificado,,Motivo familiar
PA000008144,L0000347,A00229,Presente,20,
PA000008145,L0000347,A00280,Atrasado,15,
PA000008146,L0000347,A00296,Presente,30,
PA000008147,L0000347,A00307,Presente,20,
PA000008148,L0000347,A00323,Ausente,,Atestado
PA000008149,L0000347,A00372,Presente,0,
PA000008150,L0000347,A00458,Presente,10,
PA000008151,L0000347,A00550,Presente,15,
PA000008152,L0000347,A00559,Presente,,
PA000008153,L0000347,A00560,Presente,20,
PA000008154,L0000347,A00563,Presente,15,
PA000008155,L0000347,A00605,Presente,0,
PA000008156,L0000347,A00755,Presente,5,
PA000008157,L0000348,A00067,Ausente,,Atestado
PA000008158,L0000348,A00120,Presente,30,
PA000008159,L0000348,A00141,Ausente,,Conflito de horário
PA000008160,L0000348,A00196,Presente,5,
PA000008161,L0000348,A00229,Presente,15,
PA000008162,L0000348,A00296,Presente,0,
PA000008163,L0000348,A00307,Presente,,
PA000008164,L0000348,A00323,Presente,30,
PA000008165,L0000348,A00343,Presente,10,
PA000008166,L0000348,A00502,Presente,0,
PA000008167,L0000348,A00524,Presente,30,
PA000008168,L0000348,A00560,Presente,30,
PA000008169,L0000348,A00563,Presente,15,
PA000008170,L0000348,A00605,Presente,20,
PA000008171,L0000348,A00720,Presente,0,
PA000008172,L0000348,A00755,Presente,5,
PA000008173,L0000348,A00791,Presente,20,
PA000008174,L0000349,A00120,Presente,0,
PA000008175,L0000349,A00137,Presente,15,
PA000008176,L0000349,A00229,Presente,20,
PA000008177,L0000349,A00280,Ausente,,Motivo familiar
PA000008178,L0000349,A00296,Presente,20,
PA000008179,L0000349,A00307,Presente,0,
PA000008180,L0000349,A00323,Atrasado,20,
PA000008181,L0000349,A00343,Presente,5,
PA000008182,L0000349,A00372,Atrasado,0,
PA000008183,L0000349,A00502,Atrasado,20,
PA000008184,L0000349,A00524,Presente,5,
PA000008185,L0000349,A00563,Presente,10,
PA000008186,L0000349,A00605,Presente,5,
PA000008187,L0000349,A00720,Atrasado,0,
PA000008188,L0000349,A00755,Ausente,,Atestado
PA000008189,L0000350,A00120,Presente,30,
PA000008190,L0000350,A00196,Presente,0,
PA000008191,L0000350,A00296,Presente,30,
PA000008192,L0000350,A00307,Presente,5,
PA000008193,L0000350,A00323,Presente,,
PA000008194,L0000350,A00343,Ausente,,
PA000008195,L0000350,A00372,Presente,30,
PA000008196,L0000350,A00458,Presente,5,
PA000008197,L0000350,A00524,Presente,0,
PA000008198,L0000350,A00563,Ausente,,Motivo familiar
PA000008199,L0000350,A00720,Ausente,,Atestado
PA000008200,L0000350,A00755,Presente,30,
PA000008201,L0000351,A00067,Presente,0,
PA000008202,L0000351,A00141,presente,0,
PA000008203,L0000351,A00196,Presente,0,
PA000008204,L0000351,A00229,Ausente,,Atestado
PA000008205,L0000351,A00296,Ausente,,Problema de transporte
PA000008206,L0000351,A00307,Presente,0,
PA000008207,L0000351,A00343,Justificado,,
PA000008208,L0000351,A00372,Ausente,,Atestado
PA000008209,L0000351,A00458,Ausente,,Motivo familiar
PA000008210,L0000351,A00502,Atrasado,15,
PA000008211,L0000351,A00524,Presente,0,
PA000008212,L0000351,A00559,Presente,5,
PA000008213,L0000351,A00563,Presente,20,
PA000008214,L0000351,A00605,,,
PA000008215,L0000351,A00720,Justificado,,Atestado
PA000008216,L0000351,A00755,Presente,15,
PA000008217,L0000351,A00791,Presente,,
PA000008218,L0000352,A00067,Ausente,,Atestado
PA000008219,L0000352,A00120,Presente,0,
PA000008220,L0000352,A00137,Presente,20,
PA000008221,L0000352,A00141,Presente,0,
PA000008222,L0000352,A00229,Presente,15,
PA000008223,L0000352,A00307,Presente,,
PA000008224,L0000352,A00343,Ausente,,
PA000008225,L0000352,A00372,Presente,10,
PA000008226,L0000352,A00458,Presente,0,
PA000008227,L0000352,A00502,Presente,20,
PA000008228,L0000352,A00524,Presente,5,
PA000008229,L0000352,A00563,Presente,15,
PA000008230,L0000352,A00605,Presente,0,
PA000008231,L0000352,A00791,Presente,30,
PA000008232,L0000353,A00141,Presente,0,
PA000008233,L0000353,A00196,,,
PA000008234,L0000353,A00229,Presente,10,
PA000008235,L0000353,A00280,Presente,30,
PA000008236,L0000353,A00296,Presente,20,
PA000008237,L0000353,A00307,Presente,0,
PA000008238,L0000353,A00343,Presente,,
PA000008239,L0000353,A00372,Presente,15,
PA000008240,L0000353,A00502,Ausente,,Motivo familiar
PA000008241,L0000353,A00524,Presente,,
PA000008242,L0000353,A00550,Presente,10,
PA000008243,L0000353,A00560,Presente,0,
PA000008244,L0000353,A00563,Justificado,,Problema de transporte
PA000008245,L0000353,A00605,Presente,0,
PA000008246,L0000353,A00791,Presente,0,
PA000008247,L0000354,A00067,Presente,10,
PA000008248,L0000354,A00137,Presente,,
PA000008249,L0000354,A00141,presente,30,
PA000008250,L0000354,A00196,Presente,,
PA000008251,L0000354,A00229,Ausente,,Problema de transporte
PA000008252,L0000354,A00280,Ausente,,Conflito de horário
PA000008253,L0000354,A00296,Presente,0,
PA000008254,L0000354,A00307,Presente,,
PA000008255,L0000354,A00323,Ausente,,Atestado
PA000008256,L0000354,A00343,Presente,0,
