aluno_id,cidade,escola_origem,canal_captacao,n_matriculas,taxa_presenca,nota_pct_media,nota_diagnostico_media,aprovado
A00301,Aquiraz,Pública,Instagram,8,86.56716417910447,65.40730769230768,61.325,0
A00302,Sobral,Privada,WhatsApp,8,87.27272727272727,58.56071428571429,53.237500000000004,0
A00303,Maracanaú,Pública,WhatsApp,17,85.0,62.28707317073171,61.35882352941176,1
A00304,Eusébio,Pública,Não informado,21,80.92485549132948,59.75315789473684,58.23809523809524,1
A00305,Fortaleza,Não informado,Indicação,10,91.56626506024097,56.74904761904762,57.410000000000004,1
A00306,Fortaleza,Pública,Não informado,8,79.03225806451613,57.44615384615384,58.6625,0
A00307,Fortaleza,Privada,Instagram,11,83.50515463917526,61.94625,61.127272727272725,0
A00308,Pacatuba,Não informado,Não informado,9,85.24590163934425,64.04,54.86666666666667,0
A00309,Caucaia,Pública,Não informado,9,84.14634146341463,66.355,59.03333333333333,0
A00310,Fortaleza,Privada,Instagram,10,77.77777777777779,56.61052631578947,53.4,1
A00311,Fortaleza,Privada,Feira escolar,16,80.7017543859649,59.5,59.8,0
A00312,Eusébio,Pública,Indicação,9,86.56716417910447,57.36866666666666,59.22222222222222,0
A00313,Itapipoca,Privada,Instagram,22,86.22754491017965,61.629183673469385,55.15,1
A00314,Maracanaú,Pública,Feira escolar,10,76.84210526315789,66.51583333333333,55.45,0
A00315,Juazeiro do Norte,Não informado,Instagram,18,85.91549295774648,67.12787878787879,57.416666666666664,0
A00316,Maracanaú,Pública,Feira escolar,9,82.08955223880598,61.19111111111111,63.12222222222223,1
A00317,Caucaia,Não informado,Instagram,20,86.95652173913044,60.710666666666675,64.795,0
A00318,Eusébio,Pública,Google,11,86.07594936708861,63.79846153846154,52.11818181818182,0
A00319,Crato,Não informado,WhatsApp,8,84.05797101449275,61.211764705882345,58.45,0
A00320,Horizonte,Não informado,Instagram,10,86.25,64.51666666666667,57.25,0
A00321,Fortaleza,Não informado,Google,8,84.375,62.64391304347826,55.925,0
A00322,Caucaia,Privada,Google,10,85.54216867469879,64.1725,59.470000000000006,0
A00323,Itapipoca,Privada,Não informado,8,85.0,67.72500000000001,62.675000000000004,1
A00324,Sobral,Não informado,Não informado,21,83.92857142857143,59.212857142857146,58.900000000000006,0
A00325,Pacatuba,Pública,Não informado,11,85.71428571428571,58.37392857142857,55.345454545454544,1
A00326,Caucaia,Não informado,Não informado,19,89.6103896103896,65.92676470588236,55.1578947368421,0
A00327,Caucaia,Federal,Instagram,11,80.95238095238095,72.74076923076923,53.972727272727276,0
A00328,Fortaleza,Privada,Instagram,19,82.6923076923077,63.19960784313725,57.58947368421053,0
A00329,Caucaia,Não informado,Google,20,84.4311377245509,59.813333333333325,55.895,0
A00330,Itapipoca,Privada,Instagram,9,82.89473684210526,65.02952380952381,52.8111111111111,0
A00331,Fortaleza,Não informado,Feira escolar,9,87.20930232558139,57.86428571428572,60.25555555555555,1
A00332,Horizonte,Privada,Indicação,11,82.92682926829268,65.816,56.90909090909091,0
A00333,Horizonte,Privada,Instagram,10,76.81159420289855,61.830000000000005,61.02,1
A00334,Juazeiro do Norte,Privada,WhatsApp,9,81.53846153846153,68.86999999999999,56.911111111111104,0
A00335,Juazeiro do Norte,Privada,Instagram,10,83.78378378378379,57.29761904761905,60.7,0
A00336,Horizonte,Não informado,Indicação,11,85.71428571428571,58.7225,57.13636363636363,0
A00337,Itapipoca,Não informado,Instagram,8,89.23076923076924,59.34444444444445,58.8,0
A00338,Fortaleza,Privada,WhatsApp,16,91.33858267716536,59.077551020408166,56.9375,0
A00339,Juazeiro do Norte,Não informado,Indicação,11,85.41666666666666,54.23391304347827,55.74545454545454,0
A00340,Aquiraz,Não informado,Não informado,10,79.6875,60.3316,56.64,1
A00341,Pacatuba,Federal,Instagram,11,84.04255319148936,57.933846153846154,68.05454545454546,0
A00342,Juazeiro do Norte,Pública,Instagram,9,82.53968253968253,62.19230769230769,57.03333333333333,0
A00343,Pacatuba,Privada,Instagram,20,86.28571428571429,64.07134615384615,53.635000000000005,0
A00344,Juazeiro do Norte,Não informado,Google,15,85.71428571428571,64.46341463414635,59.513333333333335,0
A00345,Crato,Privada,Instagram,9,89.6103896103896,65.52736842105263,57.599999999999994,0
A00346,Maracanaú,Não informado,Google,19,83.85093167701864,64.8332075471698,57.28947368421053,0
A00347,Sobral,Pública,Instagram,7,83.63636363636363,62.88730769230769,56.785714285714285,0
A00348,Sobral,Pública,Instagram,10,87.6923076923077,66.85625,57.239999999999995,0
A00349,Aquiraz,Não informado,Google,18,82.66666666666667,63.67028571428572,57.68333333333333,1
A00350,Caucaia,Não informado,Instagram,6,93.47826086956522,61.26111111111111,64.64999999999999,0
A00351,Horizonte,Não informado,Instagram,9,87.34177215189874,63.972857142857144,54.52222222222222,0
A00352,Eusébio,Pública,Instagram,10,78.26086956521739,62.266666666666666,50.34,1
A00353,Caucaia,Pública,WhatsApp,10,91.95402298850574,65.10125000000001,62.67,0
A00354,Crato,Não informado,Google,11,88.23529411764706,65.36999999999999,61.63636363636363,0
A00355,Eusébio,Pública,Feira escolar,18,83.96946564885496,64.99717391304348,60.977777777777774,1
A00356,Horizonte,Não informado,Não informado,7,86.0,65.61714285714285,57.614285714285714,1
A00357,Itapipoca,Federal,Google,17,88.9763779527559,62.55200000000001,62.57058823529412,1
A00358,Sobral,Pública,Google,8,80.88235294117648,65.03944444444444,67.35,0
A00359,Sobral,Não informado,Instagram,11,90.0,62.48333333333333,65.45454545454545,0
A00360,Pacatuba,Pública,Google,8,83.92857142857143,58.88099999999999,56.2625,0
A00361,Maracanaú,Não informado,Feira escolar,7,72.58064516129032,57.83611111111111,56.04285714285714,0
A00362,Caucaia,Não informado,Instagram,8,80.32786885245902,59.44142857142857,61.2375,0
A00363,Aquiraz,Privada,WhatsApp,17,77.94117647058823,62.90282608695652,63.42352941176471,1
A00364,Fortaleza,Não informado,Indicação,10,82.05128205128204,73.38588235294117,61.81,1
A00365,Maracanaú,Não informado,Google,11,84.4155844155844,61.543749999999996,63.972727272727276,0
A00366,Fortaleza,Privada,Instagram,8,82.35294117647058,67.15523809523809,62.075,0
A00367,Maracanaú,Não informado,Google,10,89.87341772151899,70.54666666666667,61.19,1
A00368,Caucaia,Privada,Instagram,10,81.08108108108108,62.03375,58.19,1
A00369,Crato,Não informado,Instagram,8,79.03225806451613,63.225,49.8875,1
A00370,Crato,Privada,Instagram,20,81.33333333333333,59.49260869565217,59.65,1
A00371,Fortaleza,Privada,Instagram,11,81.17647058823529,67.9,53.01818181818182,0
A00372,Aquiraz,Privada,Instagram,11,85.0,60.72375,58.31818181818182,0
A00373,Pacatuba,Federal,Não informado,10,85.33333333333334,62.889230769230764,56.760000000000005,0
A00374,Maracanaú,Privada,Instagram,10,88.31168831168831,66.574375,45.42,0
A00375,Maracanaú,Pública,Feira escolar,10,73.17073170731707,66.06294117647059,64.63,1
A00376,Sobral,Pública,Instagram,8,80.35714285714286,63.028275862068966,59.9875,0
A00377,Eusébio,Pública,Não informado,8,86.66666666666667,70.6615,60.275,1
A00378,Aquiraz,Privada,Google,8,86.48648648648648,58.24666666666667,55.724999999999994,0
A00379,Maracanaú,Não informado,Não informado,7,78.18181818181819,56.01153846153846,65.15714285714286,1
A00380,Eusébio,Não informado,WhatsApp,9,83.87096774193549,67.774,53.73333333333333,0
A00381,Caucaia,Privada,WhatsApp,10,85.41666666666666,62.269999999999996,54.879999999999995,1
A00382,Itapipoca,Privada,Google,11,92.5,64.21269230769231,56.50909090909091,1
A00383,Crato,Privada,Instagram,18,82.6086956521739,61.05244444444445,59.09444444444445,1
A00384,Maracanaú,Pública,WhatsApp,9,79.72972972972973,63.45238095238095,61.48888888888889,0
A00385,Sobral,Não informado,Google,7,92.98245614035088,67.6495,57.785714285714285,1
A00386,Maracanaú,Privada,Instagram,17,86.66666666666667,60.588529411764696,62.2764705882353,1
A00387,Caucaia,Privada,Indicação,11,84.04255319148936,62.99272727272728,62.64545454545455,1
A00388,Juazeiro do Norte,Pública,Instagram,17,81.25,60.589999999999996,52.05294117647059,1
A00389,Fortaleza,Federal,Feira escolar,16,83.5820895522388,63.38607142857143,64.775,1
A00390,Maracanaú,Privada,Instagram,20,86.75496688741721,61.03249999999999,54.42999999999999,1
A00391,Horizonte,Privada,Instagram,9,85.13513513513513,61.080000000000005,53.96666666666667,1
A00392,Pacatuba,Pública,WhatsApp,16,82.5,62.89177777777778,55.21875,0
A00393,Itapipoca,Pública,Feira escolar,10,93.81443298969072,60.44625,56.44,0
A00394,Fortaleza,Não informado,Instagram,11,84.04255319148936,61.13272727272727,61.48181818181818,1
A00395,Fortaleza,Pública,Instagram,18,86.9281045751634,56.7509756097561,53.90555555555555,0
A00396,Aquiraz,Não informado,Google,20,83.23353293413174,59.444545454545455,58.39,0
A00397,Sobral,Privada,WhatsApp,10,82.97872340425532,58.54666666666667,55.15,1
A00398,Eusébio,Pública,Instagram,15,86.32478632478633,61.559333333333335,62.54666666666667,1
A00399,Maracanaú,Pública,Google,9,80.64516129032258,57.911764705882355,69.8111111111111,0
A00400,Crato,Privada,Instagram,8,80.32786885245902,57.2075,51.7375,0
A00401,Eusébio,Privada,Feira escolar,10,81.48148148148148,64.59333333333333,62.11,0
A00402,Fortaleza,Não informado,Indicação,11,81.81818181818183,65.955,54.63636363636363,0
A00403,Fortaleza,Pública,Instagram,6,87.03703703703704,59.43233333333333,53.5,0
A00404,Maracanaú,Pública,WhatsApp,7,90.74074074074075,61.307500000000005,55.18571428571429,1
A00405,Horizonte,Privada,Feira escolar,11,84.88372093023256,60.52764705882353,62.3,0
A00406,Caucaia,Não informado,Não informado,8,88.23529411764706,64.18125,58.1625,0
A00407,Horizonte,Privada,Indicação,11,86.20689655172413,64.16866666666667,55.92727272727273,0
A00408,Fortaleza,Privada,Instagram,19,84.61538461538461,68.47279999999999,64.78947368421052,1
A00409,Maracanaú,Pública,Instagram,10,89.47368421052632,67.75857142857143,57.57000000000001,0
A00410,Maracanaú,Federal,Google,21,73.93939393939394,66.33377358490566,64.47619047619048,0
A00411,Horizonte,Pública,Instagram,8,79.66101694915254,62.478571428571435,56.225,0
A00412,Horizonte,Privada,Feira escolar,7,77.27272727272727,54.71111111111111,55.471428571428575,0
A00413,Crato,Federal,Não informado,9,84.93150684931507,60.48678571428571,51.41111111111111,1
A00414,Fortaleza,Não informado,Instagram,19,83.11688311688312,59.56146341463415,57.15263157894737,1
A00415,Aquiraz,Federal,Google,8,80.0,65.51473684210526,55.85,0
A00416,Aquiraz,Não informado,Instagram,11,89.87341772151899,60.41095238095239,60.190909090909095,1
A00417,Itapipoca,Privada,Indicação,10,83.33333333333334,66.39047619047619,58.67999999999999,1
A00418,Caucaia,Pública,Instagram,11,89.47368421052632,67.12055555555555,61.1,0
A00419,Aquiraz,Federal,Instagram,18,81.34328358208955,57.35527777777778,63.022222222222226,0
A00420,Crato,Federal,Feira escolar,9,87.93103448275862,65.34125,55.611111111111114,0
A00421,Maracanaú,Não informado,Instagram,19,81.57894736842105,58.03032258064516,57.784210526315796,1
A00422,Fortaleza,Privada,Feira escolar,8,88.70967741935483,62.40538461538461,54.0,1
A00423,Pacatuba,Federal,Feira escolar,18,79.33333333333333,61.25864864864865,59.12777777777777,1
A00424,Maracanaú,Pública,Indicação,11,80.20833333333334,66.19444444444444,56.71818181818182,1
A00425,Pacatuba,Privada,WhatsApp,10,84.21052631578947,60.346363636363634,60.45,0
A00426,Maracanaú,Pública,Instagram,8,87.5,68.78611111111111,55.675,0
A00427,Itapipoca,Pública,Instagram,8,85.71428571428571,55.25529411764706,59.9125,0
A00428,Maracanaú,Não informado,Indicação,10,89.8876404494382,68.91846153846153,57.910000000000004,0
A00429,Fortaleza,Não informado,Indicação,11,78.49462365591397,70.2,53.809090909090905,0
A00430,Maracanaú,Privada,WhatsApp,11,85.22727272727273,60.94533333333333,55.790909090909096,0
A00431,Maracanaú,Pública,Feira escolar,27,84.13461538461539,58.77386363636364,54.84814814814815,1
A00432,Fortaleza,Pública,Google,10,85.18518518518519,59.53176470588236,56.730000000000004,0
A00433,Caucaia,Privada,Google,21,85.62874251497006,62.16615384615385,55.75714285714286,1
A00434,Eusébio,Pública,Google,11,78.94736842105263,64.79823529411765,57.3,0
A00435,Pacatuba,Não informado,WhatsApp,20,82.91139240506328,59.392857142857146,57.585,0
A00436,Itapipoca,Federal,Instagram,9,83.5820895522388,62.46473684210526,56.82222222222222,0
A00437,Horizonte,Pública,Google,10,81.57894736842105,60.07823529411765,59.529999999999994,0
A00438,Juazeiro do Norte,Não informado,Instagram,10,84.14634146341463,60.22260869565218,58.02,0
A00439,Caucaia,Não informado,WhatsApp,18,83.66013071895425,62.28645161290323,50.766666666666666,1
A00440,Caucaia,Não informado,Feira escolar,18,83.1081081081081,61.949189189189184,64.15555555555555,0
A00441,Caucaia,Privada,Instagram,11,87.61904761904762,66.28363636363636,53.13636363636363,0
A00442,Fortaleza,Privada,Indicação,21,79.04191616766467,62.88285714285715,58.49047619047619,0
A00443,Sobral,Privada,Indicação,18,82.6086956521739,62.10733333333333,61.23888888888889,1
A00444,Maracanaú,Pública,Feira escolar,10,77.33333333333333,68.775,55.32000000000001,1
A00445,Caucaia,Pública,Google,9,80.0,64.24407407407408,56.044444444444444,1
A00446,Aquiraz,Pública,Indicação,10,87.17948717948718,62.53333333333333,61.239999999999995,0
A00447,Fortaleza,Privada,Feira escolar,8,82.08955223880598,65.82235294117648,57.5,0
A00448,Horizonte,Pública,WhatsApp,8,85.07462686567165,59.032941176470594,45.15,0
A00449,Aquiraz,Pública,WhatsApp,11,85.88235294117646,60.2275,55.57272727272727,1
A00450,Aquiraz,Privada,Não informado,9,82.92682926829268,54.155789473684216,53.711111111111116,1
A00451,Pacatuba,Pública,Indicação,11,80.72289156626506,60.301538461538456,66.61818181818181,1
A00452,Aquiraz,Pública,Instagram,11,82.92682926829268,68.24444444444444,54.8,0
A00453,Itapipoca,Privada,Indicação,18,84.61538461538461,64.41307692307693,54.81111111111111,0
A00454,Fortaleza,Privada,WhatsApp,8,85.48387096774194,59.33761904761904,64.3375,0
A00455,Juazeiro do Norte,Federal,Feira escolar,10,75.30864197530865,67.92071428571428,52.6,0
A00456,Juazeiro do Norte,Privada,Instagram,10,83.54430379746836,66.58083333333333,54.73,1
A00457,Itapipoca,Não informado,Instagram,10,89.02439024390245,63.43142857142857,64.49,0
A00458,Crato,Privada,Não informado,9,83.13253012048193,62.56814814814815,61.0,0
A00459,Crato,Pública,WhatsApp,17,82.97872340425532,62.006875,60.135294117647064,1
A00460,Eusébio,Federal,Instagram,7,82.35294117647058,55.04666666666667,52.05714285714286,0
A00461,Crato,Não informado,Google,11,87.09677419354838,52.376315789473686,52.99090909090909,0
A00462,Crato,Não informado,Google,8,83.07692307692308,68.69294117647058,55.3375,0
A00463,Fortaleza,Não informado,Google,7,72.1311475409836,60.684999999999995,50.25714285714286,0
A00464,Maracanaú,Privada,Instagram,8,87.09677419354838,58.89263157894737,61.25,0
A00465,Fortaleza,Federal,Indicação,16,83.60655737704919,57.924827586206895,55.36875,1
A00466,Sobral,Privada,Google,8,77.04918032786885,51.715384615384615,60.9625,0
A00467,Maracanaú,Não informado,Instagram,9,86.95652173913044,58.68894736842105,52.46666666666667,1
A00468,Juazeiro do Norte,Pública,Instagram,10,92.5925925925926,63.262857142857136,54.720000000000006,0
A00469,Pacatuba,Não informado,Indicação,10,94.8051948051948,62.65599999999999,55.98,1
A00470,Sobral,Privada,Indicação,29,85.48387096774194,65.43537037037038,57.94137931034483,1
A00471,Aquiraz,Privada,WhatsApp,19,87.5,63.0074,56.46842105263157,0
A00472,Fortaleza,Federal,Instagram,18,88.73239436619718,59.991176470588236,61.766666666666666,0
A00473,Crato,Não informado,Feira escolar,8,85.91549295774648,62.056666666666665,64.575,1
A00474,Aquiraz,Pública,Instagram,10,81.0126582278481,62.79,59.67,0
A00475,Caucaia,Privada,Indicação,11,82.4742268041237,62.18678571428571,55.31818181818182,0
A00476,Crato,Não informado,Instagram,7,87.2340425531915,60.8795652173913,56.614285714285714,1
A00477,Juazeiro do Norte,Não informado,Não informado,10,90.0,69.433,61.06,1
A00478,Pacatuba,Não informado,Google,9,83.78378378378379,63.10952380952381,54.95555555555555,0
A00479,Sobral,Não informado,Instagram,9,97.14285714285714,58.956875,56.52222222222222,0
A00480,Fortaleza,Federal,Instagram,11,78.04878048780488,63.705,54.8,1
A00481,Pacatuba,Federal,Feira escolar,18,84.28571428571429,63.18,56.766666666666666,1
A00482,Itapipoca,Pública,Feira escolar,11,82.97872340425532,63.5375,61.50909090909091,0
A00483,Caucaia,Pública,Google,9,80.3030303030303,62.472941176470584,61.24444444444444,0
A00484,Fortaleza,Privada,Não informado,10,87.20930232558139,64.00529411764705,57.56,0
A00485,Pacatuba,Privada,Google,10,80.0,56.29533333333334,53.68000000000001,1
A00486,Caucaia,Privada,Google,9,88.1578947368421,57.00217391304348,55.3,0
A00487,Fortaleza,Pública,Instagram,9,86.15384615384616,63.16161290322581,55.711111111111116,1
A00488,Crato,Federal,Google,8,80.59701492537313,67.2775,58.4875,1
A00489,Pacatuba,Pública,Google,6,83.33333333333334,67.87,48.5,1
A00490,Crato,Pública,Google,19,86.01398601398601,63.598333333333336,54.215789473684204,0
A00491,Sobral,Federal,Indicação,8,76.47058823529412,52.777857142857144,65.6625,1
A00492,Fortaleza,Privada,Feira escolar,20,86.89655172413792,59.858484848484856,55.14,1
A00493,Maracanaú,Pública,Instagram,8,75.75757575757575,61.35,56.4,0
A00494,Fortaleza,Privada,WhatsApp,9,89.85507246376811,64.09476190476191,55.111111111111114,0
A00495,Crato,Privada,Não informado,7,86.27450980392157,60.284666666666666,57.885714285714286,0
A00496,Itapipoca,Não informado,Instagram,8,87.87878787878788,56.368095238095236,61.6625,0
A00497,Fortaleza,Pública,Indicação,8,78.18181818181819,70.10846153846154,57.225,1
A00498,Fortaleza,Pública,WhatsApp,9,82.6086956521739,64.3445,57.900000000000006,0
A00499,Caucaia,Privada,Instagram,10,87.34177215189874,61.39047619047619,55.870000000000005,1
A00500,Fortaleza,Não informado,Não informado,8,90.38461538461539,56.86526315789474,57.9,1
A00501,Juazeiro do Norte,Privada,Instagram,6,83.01886792452831,61.476,60.300000000000004,0
A00502,Fortaleza,Federal,Feira escolar,11,78.49462365591397,53.297333333333334,60.07272727272727,0
A00503,Sobral,Não informado,Feira escolar,7,79.62962962962963,65.95625,64.68571428571428,0
A00504,Aquiraz,Não informado,Indicação,11,75.0,59.29,63.41818181818182,1
A00505,Aquiraz,Pública,Não informado,9,80.59701492537313,63.8865,50.12222222222222,0
A00506,Maracanaú,Privada,Google,10,81.69014084507043,59.87,60.31,1
A00507,Fortaleza,Privada,Feira escolar,20,84.7953216374269,59.3714,60.114999999999995,1
A00508,Caucaia,Privada,Feira escolar,9,84.4155844155844,58.763333333333335,59.099999999999994,0
A00509,Maracanaú,Pública,Instagram,19,92.10526315789474,58.38175,57.58947368421053,1
A00510,Caucaia,Privada,Instagram,8,89.23076923076924,63.42000000000001,60.6125,0
A00511,Itapipoca,Pública,Google,21,83.4319526627219,61.37481481481482,58.233333333333334,0
A00512,Fortaleza,Privada,Instagram,9,76.31578947368422,65.49684210526316,59.67777777777778,1
A00513,Caucaia,Privada,Indicação,10,87.5,61.696000000000005,55.57000000000001,0
A00514,Fortaleza,Pública,Instagram,17,90.27777777777779,68.90074074074074,59.16470588235294,0
A00515,Aquiraz,Pública,Instagram,9,82.08955223880598,62.91705882352941,70.15555555555555,0
A00516,Maracanaú,Privada,Indicação,10,85.39325842696628,59.13478260869565,61.379999999999995,0
A00517,Fortaleza,Pública,Google,8,78.84615384615384,65.78,62.6375,0
A00518,Horizonte,Não informado,Instagram,29,81.61434977578476,59.576734693877555,58.148275862068964,1
A00519,Maracanaú,Não informado,Indicação,9,84.05797101449275,57.01266666666666,53.87777777777777,1
A00520,Fortaleza,Pública,Feira escolar,18,77.62237762237763,64.82036363636364,53.0,1
A00521,Maracanaú,Pública,WhatsApp,9,81.94444444444444,62.86086956521739,48.233333333333334,0
A00522,Sobral,Privada,Não informado,18,82.26950354609929,61.87880952380952,53.0,1
A00523,Sobral,Privada,Não informado,11,75.5813953488372,55.671578947368424,62.68181818181818,0
A00524,Caucaia,Privada,Google,7,74.13793103448276,65.83592592592593,58.357142857142854,1
A00525,Aquiraz,Federal,Google,21,81.70731707317073,62.570625,54.07142857142857,1
A00526,Maracanaú,Não informado,Não informado,11,85.0574712643678,53.937407407407406,56.46363636363637,0
A00527,Eusébio,Privada,Não informado,11,86.36363636363636,57.75375,58.59090909090909,0
A00528,Fortaleza,Privada,Google,10,82.35294117647058,65.30083333333333,60.54,1
A00529,Fortaleza,Não informado,Google,10,85.33333333333334,60.636923076923075,64.2,0
A00530,Maracanaú,Privada,Google,11,84.61538461538461,63.444074074074074,57.45454545454545,1
A00531,Crato,Pública,Instagram,31,89.25619834710744,61.09606060606061,59.78709677419355,1
A00532,Juazeiro do Norte,Pública,Indicação,11,83.15789473684211,67.703,61.309090909090905,0
A00533,Sobral,Privada,WhatsApp,11,81.72043010752688,61.76095238095238,66.68181818181819,0
A00534,Itapipoca,Pública,Instagram,9,80.88235294117648,65.41103448275862,54.97777777777778,1
A00535,Pacatuba,Privada,Instagram,8,79.71014492753623,61.02052631578948,56.8625,0
A00536,Fortaleza,Não informado,WhatsApp,7,88.67924528301887,63.307307692307695,50.82857142857143,1
A00537,Caucaia,Privada,Feira escolar,9,84.21052631578947,56.2552,60.32222222222222,0
A00538,Maracanaú,Privada,Instagram,10,84.81012658227847,59.29304347826087,56.67999999999999,0
A00539,Aquiraz,Não informado,Não informado,9,82.1917808219178,71.08666666666666,54.42222222222222,1
A00540,Maracanaú,Federal,Feira escolar,11,84.81012658227847,68.63294117647058,52.3,0
A00541,Crato,Federal,Instagram,8,85.29411764705883,65.974,50.7875,1
A00542,Sobral,Não informado,Indicação,11,83.75,64.43285714285715,59.46363636363637,0
A00543,Pacatuba,Federal,Instagram,8,86.4406779661017,67.888125,58.825,0
A00544,Horizonte,Não informado,Não informado,21,85.95505617977528,62.749545454545455,54.099999999999994,0
A00545,Maracanaú,Federal,Google,7,84.21052631578947,59.558,53.357142857142854,0
A00546,Fortaleza,Pública,Indicação,10,79.26829268292683,64.66,56.86,0
A00547,Horizonte,Federal,Google,10,78.94736842105263,61.19777777777777,65.41,1
A00548,Aquiraz,Privada,WhatsApp,10,79.22077922077922,64.45857142857143,61.05,0
A00549,Crato,Não informado,Não informado,8,78.68852459016394,58.8125,62.1625,0
A00550,Aquiraz,Não informado,Feira escolar,9,80.3030303030303,59.066296296296294,64.56666666666666,0
A00551,Fortaleza,Não informado,Não informado,10,83.54430379746836,60.38291666666667,59.42,1
A00552,Crato,Privada,Google,9,86.07594936708861,61.086875,58.333333333333336,0
A00553,Juazeiro do Norte,Privada,Não informado,28,82.17821782178217,63.91151515151515,60.17142857142857,1
A00554,Juazeiro do Norte,Pública,Google,10,83.78378378378379,67.54521739130435,60.56,0
A00555,Fortaleza,Pública,Indicação,10,77.92207792207793,51.526315789473685,56.73,0
A00556,Juazeiro do Norte,Pública,Instagram,9,84.52380952380952,59.135600000000004,58.53333333333333,1
A00557,Fortaleza,Não informado,Instagram,10,83.78378378378379,66.06529411764706,58.17999999999999,0
A00558,Maracanaú,Privada,Google,9,91.66666666666666,59.472941176470584,54.13333333333333,1
A00559,Fortaleza,Pública,Instagram,17,86.4,57.88565217391304,56.794117647058826,0
A00560,Fortaleza,Pública,Não informado,11,86.86868686868688,59.01814814814815,58.24545454545455,0
A00561,Caucaia,Privada,Instagram,11,78.4090909090909,61.8375,59.50909090909091,0
A00562,Eusébio,Privada,Instagram,11,86.51685393258427,62.70076923076923,56.48181818181818,0
A00563,Maracanaú,Não informado,Google,10,82.55813953488372,61.29714285714285,52.870000000000005,0
A00564,Fortaleza,Privada,Instagram,10,87.95180722891565,67.72333333333333,59.080000000000005,0
A00565,Aquiraz,Privada,Instagram,9,81.69014084507043,67.48619047619047,53.48888888888889,0
A00566,Sobral,Federal,Não informado,9,85.8974358974359,63.47235294117647,51.544444444444444,0
A00567,Crato,Pública,Google,8,87.27272727272727,58.80947368421053,54.55,1
A00568,Maracanaú,Pública,Indicação,11,80.64516129032258,63.26866666666667,56.95454545454545,0
A00569,Eusébio,Não informado,Instagram,8,83.87096774193549,57.23291666666666,61.3375,0
A00570,Sobral,Federal,Instagram,8,87.14285714285714,68.98222222222222,52.75,0
A00571,Aquiraz,Privada,Indicação,28,85.13513513513513,63.12927272727273,62.596428571428575,0
A00572,Sobral,Pública,Não informado,8,90.56603773584906,61.534285714285716,53.3375,0
A00573,Juazeiro do Norte,Não informado,Indicação,9,90.47619047619048,62.1778947368421,66.88888888888889,0
A00574,Juazeiro do Norte,Privada,Instagram,8,89.28571428571429,60.157777777777774,54.099999999999994,0
A00575,Fortaleza,Privada,WhatsApp,19,78.82352941176471,64.22757575757575,58.65263157894737,1
A00576,Eusébio,Federal,Indicação,8,70.3125,66.50111111111111,57.3625,0
A00577,Itapipoca,Privada,Indicação,9,85.29411764705883,61.693999999999996,57.300000000000004,1
A00578,Sobral,Federal,Feira escolar,10,80.24691358024691,64.07384615384616,57.629999999999995,0
A00579,Maracanaú,Não informado,Feira escolar,10,88.46153846153845,66.07875,59.0,0
A00580,Aquiraz,Não informado,Indicação,7,81.03448275862068,66.53357142857143,58.385714285714286,1
A00581,Crato,Federal,Não informado,10,84.52380952380952,60.271111111111104,64.03,1
A00582,Fortaleza,Não informado,Instagram,11,87.77777777777777,63.71826086956521,55.32727272727273,1
A00583,Horizonte,Não informado,Não informado,11,76.19047619047619,68.27916666666667,59.25454545454545,0
A00584,Itapipoca,Federal,Instagram,10,86.90476190476191,62.66411764705882,65.16,0
A00585,Horizonte,Pública,Instagram,10,84.88372093023256,61.64933333333333,55.870000000000005,0
A00586,Pacatuba,Não informado,Instagram,10,88.23529411764706,62.86333333333333,55.67,0
A00587,Fortaleza,Não informado,WhatsApp,10,86.07594936708861,58.74375,55.739999999999995,0
A00588,Horizonte,Pública,Instagram,19,82.53012048192771,57.57735294117647,61.06315789473685,1
A00589,Juazeiro do Norte,Pública,Google,11,86.73469387755102,61.71333333333334,61.127272727272725,1
A00590,Juazeiro do Norte,Privada,Instagram,10,87.67123287671232,61.82647058823529,54.260000000000005,0
A00591,Maracanaú,Pública,Feira escolar,8,78.33333333333333,59.48791666666667,64.7125,0
A00592,Fortaleza,Pública,WhatsApp,11,87.36842105263159,59.62857142857143,59.3,1
A00593,Juazeiro do Norte,Pública,Google,21,84.66257668711657,61.64382352941176,56.63333333333333,1
A00594,Eusébio,Privada,Não informado,9,91.42857142857143,60.33727272727273,58.900000000000006,0
A00595,Juazeiro do Norte,Federal,Indicação,16,86.82170542635659,59.3314,57.825,1
A00596,Horizonte,Privada,Instagram,8,84.48275862068965,62.7275,53.9,1
A00597,Fortaleza,Não informado,Feira escolar,10,84.05797101449275,61.530833333333334,60.11,0
A00598,Maracanaú,Não informado,Não informado,10,79.45205479452055,57.333333333333336,56.75,1
A00599,Horizonte,Pública,Não informado,10,82.10526315789474,62.54642857142857,62.96,1
A00600,Fortaleza,Não informado,WhatsApp,10,84.70588235294117,61.62652173913044,60.779999999999994,1
A00601,Sobral,Pública,Não informado,19,85.43046357615894,62.071470588235286,57.31578947368421,0
A00602,Fortaleza,Não informado,Instagram,11,87.5,68.03333333333333,55.372727272727275,0
A00603,Fortaleza,Privada,Google,11,90.2439024390244,50.17363636363636,61.07272727272727,0
A00604,Sobral,Não informado,Feira escolar,8,86.4406779661017,68.06545454545454,55.7375,0
