resultado_id,simulado_id,aluno_id,ano,materia,status_realizacao,nota,nota_valida,nota_pct,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00005818,S20220046,A00748,2022,História,Finalizado,57.7,57.7,57.70000000000001,55,135.0,2022-11-19 11:30:00,Desktop,,Não informado
R00005819,S20220046,A00240,2022,História,Finalizado,65.3,65.3,65.3,56,141.0,2022-08-16 09:45:00,Não informado,3,Online
R00005820,S20220046,A00064,2022,História,Finalizado,35.5,35.5,35.5,29,162.0,2022-04-15 17:15:00,Desktop,2,Online
R00005821,S20220046,A00593,2022,História,Finalizado,57.0,57.0,56.99999999999999,51,111.0,2022-08-25 11:15:00,Desktop,1,Não informado
R00005822,S20220046,A00599,2022,História,Finalizado,32.3,32.3,32.3,29,107.0,2022-06-10 19:00:00,Celular,,Online
R00005823,S20220046,A00733,2022,História,Ausente,,,,,,2022-06-18 19:45:00,Papel,,Centro
R00005824,S20220046,A00595,2022,História,Finalizado,57.5,57.5,57.49999999999999,50,125.0,2022-09-01 00:00:00,Desktop,1,Centro
R00005825,S20220046,A00339,2022,História,Finalizado,29.6,29.6,29.600000000000005,27,141.0,2022-08-23 18:15:00,Papel,3,Aldeota
R00005826,S20220046,A00518,2022,História,Ausente,,,,,,2022-07-21 10:15:00,Tablet,2,Online
R00005827,S20220046,A00076,2022,História,Finalizado,72.0,72.0,72.0,63,88.0,2022-11-22 00:00:00,Tablet,2,Centro
R00005828,S20220046,A00275,2022,História,Finalizado,79.4,79.4,79.4,73,118.0,2022-11-03 08:30:00,Celular,1,Aldeota
R00005829,S20220046,A00015,2022,História,Finalizado,63.3,63.3,63.3,58,146.0,2022-10-16 15:15:00,Não informado,,Sul
R00005830,S20220046,A00384,2022,História,Finalizado,54.9,54.9,54.89999999999999,45,149.0,2022-05-08 11:45:00,Tablet,3,Centro
R00005831,S20220046,A00675,2022,História,Ausente,,,,,,2022-09-16 17:15:00,Desktop,2,Online
R00005832,S20220046,A00616,2022,História,Finalizado,57.7,57.7,57.70000000000001,53,112.0,2022-07-04 19:15:00,Celular,1,Centro
R00005833,S20220046,A00016,2022,História,Finalizado,53.5,53.5,53.5,48,114.0,2022-07-16 15:15:00,Papel,,Centro
R00005834,S20220046,A00162,2022,História,Finalizado,71.2,71.2,71.2,64,118.0,2022-04-19 15:45:00,Papel,2,Não informado
R00005835,S20220046,A00562,2022,História,Finalizado,52.5,52.5,52.5,46,148.0,2022-10-11 19:30:00,Tablet,1,Online
R00005836,S20220046,A00234,2022,História,Ausente,,,,,,2022-10-25 15:00:00,Papel,1,Centro
R00005837,S20220046,A00488,2022,História,Finalizado,69.6,69.6,69.6,68,120.0,2022-04-19 14:45:00,Papel,,Não informado
R00005838,S20220046,A00636,2022,História,Finalizado,69.1,69.1,69.1,64,129.0,2022-06-07 09:15:00,Tablet,2,Não informado
R00005839,S20220046,A00344,2022,História,Finalizado,83.0,83.0,83.0,75,107.0,2022-06-12 18:00:00,Tablet,1,Aldeota
R00005840,S20220046,A00011,2022,História,Finalizado,53.3,53.3,53.29999999999999,47,152.0,2022-07-05 16:15:00,Papel,1,Não informado
R00005841,S20220046,A00184,2022,História,Finalizado,46.2,46.2,46.2,41,134.0,2022-04-08 10:15:00,Celular,,Online
R00005842,S20220046,A00115,2022,História,Finalizado,42.5,42.5,42.5,35,134.0,2022-09-12 08:00:00,Celular,1,Online
R00005843,S20220046,A00314,2022,História,Finalizado,43.3,43.3,43.3,40,109.0,2022-08-03 13:00:00,Tablet,1,Não informado
R00005844,S20220046,A00665,2022,História,Finalizado,75.3,75.3,75.3,71,109.0,2022-09-17 16:00:00,Não informado,,Não informado
R00005845,S20220046,A00750,2022,História,Finalizado,80.1,80.1,80.1,66,131.0,2022-08-01 09:15:00,Celular,,Não informado
R00005846,S20220046,A00282,2022,História,Finalizado,23.1,23.1,23.1,21,153.0,2022-04-06 16:45:00,Celular,1,Sul
R00005847,S20220046,A00078,2022,História,Finalizado,47.6,47.6,47.6,42,148.0,2022-05-04 08:30:00,Papel,3,Online
R00005848,S20220046,A00708,2022,História,Finalizado,65.6,65.6,65.6,61,143.0,2022-10-06 10:30:00,Papel,2,Centro
R00005849,S20220046,A00330,2022,História,Finalizado,50.9,50.9,50.9,43,129.0,2022-05-04 08:30:00,Não informado,2,Centro
R00005850,S20220046,A00242,2022,História,Finalizado,57.7,57.7,57.70000000000001,55,100.0,2022-11-10 11:15:00,Papel,1,Centro
R00005851,S20220046,A00553,2022,História,Finalizado,73.6,73.6,73.6,62,90.0,2022-05-03 08:45:00,Desktop,,Sul
R00005852,S20220046,A00336,2022,História,Não informado,57.7,57.7,57.70000000000001,47,108.0,2022-11-08 11:00:00,Papel,,Não informado
R00005853,S20220046,A00489,2022,História,Finalizado,60.1,60.1,60.099999999999994,53,157.0,2022-05-18 00:00:00,Desktop,,Sul
R00005854,S20220046,A00559,2022,História,Finalizado,79.8,79.8,79.8,72,155.0,2022-07-11 19:45:00,Tablet,,Online
R00005855,S20220046,A00148,2022,História,Finalizado,98.4,98.4,98.4,90,68.0,2022-06-26 13:00:00,Celular,2,Aldeota
R00005856,S20220046,A00074,2022,História,Finalizado,68.2,68.2,68.2,63,120.0,2022-09-14 08:00:00,Desktop,2,Online
R00005857,S20220046,A00393,2022,História,Finalizado,75.9,75.9,75.9,66,174.0,2022-07-06 09:00:00,Celular,1,Sul
R00005858,S20220046,A00507,2022,História,Finalizado,56.5,56.5,56.49999999999999,49,92.0,2022-04-05 15:15:00,Tablet,1,Online
R00005859,S20220046,A00740,2022,História,Finalizado,82.9,82.9,82.9,76,149.0,2022-07-27 19:00:00,Não informado,1,Sul
R00005860,S20220046,A00179,2022,História,Finalizado,89.3,89.3,89.3,81,60.0,2022-06-18 12:00:00,Desktop,1,Sul
R00005861,S20220047,A00179,2022,História,Finalizado,76.5,76.5,76.5,14,111.0,2022-07-13 19:30:00,Papel,1,Não informado
R00005862,S20220047,A00018,2022,História,Finalizado,34.2,34.2,34.2,8,203.0,2022-09-08 11:45:00,Desktop,1,Sul
R00005863,S20220047,A00015,2022,História,Finalizado,46.2,46.2,46.2,9,198.0,2022-06-07 14:30:00,Celular,1,Centro
R00005864,S20220047,A00771,2022,História,Incompleto,82.7,82.7,82.7,16,258.0,2022-10-22 16:45:00,Celular,,Aldeota
R00005865,S20220047,A00410,2022,História,Finalizado,78.6,78.6,78.6,13,305.0,2022-08-23 00:00:00,Não informado,3,Online
R00005866,S20220047,A00662,2022,História,Finalizado,33.0,33.0,33.0,4,246.0,2022-11-14 11:30:00,Celular,3,Não informado
R00005867,S20220047,A00195,2022,História,Finalizado,66.3,66.3,66.3,13,189.0,2022-06-18 00:00:00,Não informado,1,Online
R00005868,S20220047,A00398,2022,História,Finalizado,27.6,27.6,27.6,6,163.0,2022-11-18 09:00:00,Não informado,1,Sul
R00005869,S20220047,A00135,2022,História,Finalizado,73.2,73.2,73.2,18,266.0,2022-09-10 12:45:00,Tablet,1,Aldeota
R00005870,S20220047,A00217,2022,História,Finalizado,61.9,61.9,61.9,13,141.0,2022-06-08 14:45:00,Papel,3,Não informado
R00005871,S20220047,A00228,2022,História,Finalizado,51.3,51.3,51.300000000000004,7,261.0,2022-10-19 13:15:00,Tablet,3,Online
R00005872,S20220047,A00025,2022,História,Finalizado,77.3,77.3,77.3,17,199.0,2022-11-19 09:15:00,Celular,1,Online
R00005873,S20220047,A00095,2022,História,Finalizado,58.4,58.4,58.4,9,214.0,2022-05-28 00:00:00,Tablet,2,Sul
R00005874,S20220047,A00314,2022,História,Finalizado,80.2,80.2,80.2,18,220.0,2022-11-08 17:45:00,Desktop,1,Aldeota
R00005875,S20220047,A00336,2022,História,Finalizado,37.6,37.6,37.6,11,225.0,2022-08-06 00:00:00,Papel,2,Online
R00005876,S20220047,A00650,2022,História,Finalizado,82.9,82.9,82.9,16,256.0,2022-10-03 00:00:00,Papel,3,Online
R00005877,S20220047,A00748,2022,História,Finalizado,12.2,12.2,12.2,4,247.0,2022-06-12 00:00:00,Desktop,3,Online
R00005878,S20220047,A00094,2022,História,Finalizado,93.1,93.1,93.1,18,173.0,2022-08-26 10:45:00,Papel,1,Sul
R00005879,S20220047,A00740,2022,História,Finalizado,50.8,50.8,50.8,10,205.0,2022-07-28 11:00:00,Não informado,1,Centro
R00005880,S20220047,A00537,2022,História,Finalizado,51.9,51.9,51.9,13,278.0,2022-07-21 00:00:00,Desktop,,Não informado
R00005881,S20220047,A00024,2022,História,Finalizado,54.5,54.5,54.50000000000001,11,177.0,2022-10-16 00:00:00,Não informado,1,Sul
R00005882,S20220047,A00344,2022,História,Finalizado,39.5,39.5,39.5,4,142.0,2022-06-10 18:15:00,Não informado,3,Não informado
R00005883,S20220047,A00339,2022,História,Finalizado,46.6,46.6,46.6,9,242.0,2022-06-09 18:00:00,Não informado,,Online
R00005884,S20220047,A00304,2022,História,Finalizado,68.4,68.4,68.4,15,202.0,2022-05-19 10:15:00,Não informado,1,Aldeota
R00005885,S20220047,A00556,2022,História,Finalizado,57.1,57.1,57.10000000000001,9,256.0,2022-05-25 09:30:00,Celular,2,Centro
R00005886,S20220047,A00088,2022,História,Finalizado,72.9,72.9,72.9,10,228.0,2022-06-25 18:45:00,Celular,1,Não informado
R00005887,S20220047,A00232,2022,História,Finalizado,77.5,77.5,77.5,18,220.0,2022-04-27 10:30:00,Celular,1,Centro
R00005888,S20220047,A00031,2022,História,Finalizado,59.5,59.5,59.5,11,179.0,2022-08-15 08:15:00,Desktop,3,Aldeota
R00005889,S20220047,A00343,2022,História,Finalizado,110.0,,,13,183.0,2022-06-02 14:15:00,Não informado,1,Online
R00005890,S20220047,A00383,2022,História,Finalizado,51.4,51.4,51.4,13,164.0,2022-09-23 19:00:00,Tablet,2,Não informado
R00005891,S20220047,A00507,2022,História,Finalizado,61.3,61.3,61.3,13,234.0,2022-07-22 19:00:00,Papel,1,Centro
R00005892,S20220047,A00035,2022,História,Finalizado,61.7,61.7,61.7,14,142.0,2022-10-09 16:00:00,Não informado,3,Sul
R00005893,S20220047,A00613,2022,História,Incompleto,30.6,30.6,30.599999999999998,5,260.0,2022-07-26 19:30:00,Desktop,1,Não informado
R00005894,S20220047,A00102,2022,História,Finalizado,56.1,56.1,56.10000000000001,13,276.0,2022-06-08 10:15:00,Celular,,Aldeota
R00005895,S20220047,A00092,2022,História,Finalizado,55.4,55.4,55.39999999999999,11,139.0,2022-04-03 08:00:00,Desktop,2,Centro
R00005896,S20220047,A00665,2022,História,Finalizado,57.0,57.0,56.99999999999999,12,245.0,2022-10-04 00:00:00,Celular,,Centro
R00005897,S20220047,A00005,2022,História,Finalizado,27.4,27.4,27.399999999999995,5,369.0,2022-04-02 19:00:00,Celular,1,Online
R00005898,S20220047,A00110,2022,História,Finalizado,35.2,35.2,35.2,7,196.0,2022-05-27 12:00:00,Não informado,1,Não informado
R00005899,S20220047,A00048,2022,História,Finalizado,86.1,86.1,86.1,17,214.0,2022-06-06 08:30:00,Celular,3,Centro
R00005900,S20220047,A00184,2022,História,Finalizado,40.1,40.1,40.1,10,229.0,2022-04-07 11:00:00,Desktop,2,Não informado
R00005901,S20220047,A00394,2022,História,Finalizado,49.8,49.8,49.8,8,175.0,2022-10-04 12:45:00,Desktop,2,Centro
R00005902,S20220047,A00522,2022,História,Finalizado,48.8,48.8,48.8,12,199.0,2022-04-26 00:00:00,Papel,2,Online
R00005903,S20220047,A00627,2022,História,Finalizado,22.7,22.7,22.7,6,277.0,2022-09-02 10:45:00,Desktop,1,Online
R00005904,S20220047,A00070,2022,História,Finalizado,78.1,78.1,78.1,16,156.0,2022-11-05 14:45:00,Tablet,,Sul
R00005905,S20220047,A00551,2022,História,Ausente,,,,,,2022-04-28 10:15:00,Papel,2,Aldeota
R00005906,S20220047,A00559,2022,História,Finalizado,82.4,82.4,82.4,16,228.0,2022-09-06 13:00:00,Tablet,1,Online
R00005907,S20220047,A00718,2022,História,Finalizado,67.8,67.8,67.8,14,298.0,2022-09-25 17:00:00,Tablet,1,Online
R00005908,S20220047,A00114,2022,História,Finalizado,37.3,37.3,37.3,9,238.0,2022-09-27 00:00:00,Não informado,,Aldeota
R00005909,S20220047,A00752,2022,História,Finalizado,59.7,59.7,59.699999999999996,13,220.0,2022-05-28 11:00:00,Tablet,2,Centro
R00005910,S20220047,A00531,2022,História,Finalizado,63.1,63.1,63.1,9,227.0,2022-11-21 12:00:00,Celular,3,Não informado
R00005911,S20220047,A00481,2022,História,Finalizado,55.7,55.7,55.7,7,136.0,2022-11-28 09:15:00,Papel,1,Online
R00005912,S20220047,A00625,2022,História,Finalizado,90.9,90.9,90.9,18,297.0,2022-10-23 10:45:00,Desktop,,Sul
R00005913,S20220047,A00595,2022,História,Finalizado,64.3,64.3,64.3,10,227.0,2022-11-11 11:00:00,Não informado,1,Online
R00005914,S20220047,A00058,2022,História,Finalizado,56.3,56.3,56.3,14,221.0,2022-10-03 15:30:00,Não informado,1,Centro
R00005915,S20220047,A00249,2022,História,Finalizado,59.3,59.3,59.3,14,290.0,2022-10-26 12:30:00,Não informado,1,Centro
R00005916,S20220047,A00291,2022,História,Finalizado,30.4,30.4,30.4,6,230.0,2022-08-16 08:00:00,Papel,,Online
R00005917,S20220047,A00692,2022,História,Finalizado,53.5,53.5,53.5,12,208.0,2022-04-28 00:00:00,Desktop,1,Aldeota
R00005918,S20220047,A00750,2022,História,Finalizado,65.2,65.2,65.2,11,243.0,2022-08-13 13:15:00,Desktop,3,Não informado
R00005919,S20220047,A00671,2022,História,Finalizado,104.4,,,20,322.0,2022-05-17 00:00:00,Desktop,2,Centro
R00005920,S20220047,A00488,2022,História,Finalizado,90.5,90.5,90.5,16,161.0,2022-05-02 11:00:00,Celular,1,Online
R00005921,S20220047,A00033,2022,História,Finalizado,41.2,41.2,41.2,8,288.0,2022-11-02 14:00:00,Desktop,1,Aldeota
R00005922,S20220047,A00313,2022,História,Finalizado,37.6,37.6,37.6,6,208.0,2022-11-01 00:00:00,Não informado,,Aldeota
R00005923,S20220047,A00338,2022,História,Finalizado,56.8,56.8,56.8,8,186.0,2022-07-19 19:15:00,Tablet,1,Online
R00005924,S20220047,A00687,2022,História,Finalizado,62.5,62.5,62.5,11,245.0,2022-05-28 13:15:00,Desktop,1,Não informado
R00005925,S20220047,A00355,2022,História,Finalizado,67.7,67.7,67.7,11,196.0,2022-07-13 10:45:00,Desktop,1,Sul
R00005926,S20220047,A00148,2022,História,Finalizado,82.8,82.8,82.8,18,178.0,2022-08-02 18:15:00,Não informado,,Centro
R00005927,S20220047,A00629,2022,História,Finalizado,19.2,19.2,19.2,3,260.0,2022-11-12 17:30:00,Celular,3,Não informado
R00005928,S20220047,A00054,2022,História,Finalizado,49.6,49.6,49.6,9,201.0,2022-11-28 14:15:00,Celular,1,Centro
R00005929,S20220047,A00441,2022,História,Finalizado,28.4,28.4,28.4,7,265.0,2022-07-10 08:00:00,Papel,,Aldeota
R00005930,S20220047,A00115,2022,História,Finalizado,52.9,52.9,52.900000000000006,12,362.0,2022-05-07 12:15:00,Desktop,3,Online
R00005931,S20220047,A00610,2022,História,Não informado,59.6,59.6,59.599999999999994,9,258.0,2022-11-03 15:00:00,Desktop,3,Não informado
R00005932,S20220047,A00489,2022,História,Finalizado,88.2,88.2,88.2,18,274.0,2022-09-27 17:45:00,Desktop,1,Centro
R00005933,S20220047,A00328,2022,História,Ausente,,,,,,2022-11-07 08:00:00,Papel,3,Online
R00005934,S20220047,A00234,2022,História,Ausente,,,,,,2022-10-13 12:15:00,Papel,1,Aldeota
R00005935,S20220047,A00707,2022,História,Finalizado,79.9,79.9,79.9,13,174.0,2022-04-26 18:45:00,Celular,1,Centro
R00005936,S20220047,A00729,2022,História,Não informado,58.4,58.4,58.4,13,266.0,2022-05-28 19:45:00,Tablet,1,Online
R00005937,S20220047,A00607,2022,História,Finalizado,74.5,74.5,74.5,14,328.0,2022-10-04 09:30:00,Tablet,1,Online
R00005938,S20220047,A00043,2022,História,Finalizado,20.8,20.8,20.8,5,216.0,2022-10-13 11:45:00,Não informado,2,Aldeota
R00005939,S20220047,A00128,2022,História,Finalizado,14.1,14.1,14.099999999999998,2,304.0,2022-10-26 18:00:00,Celular,1,Não informado
R00005940,S20220047,A00475,2022,História,Finalizado,62.7,62.7,62.7,14,257.0,2022-04-04 12:30:00,Tablet,,Sul
R00005941,S20220047,A00428,2022,História,Finalizado,44.4,44.4,44.4,7,185.0,2022-06-20 13:45:00,Celular,1,Aldeota
R00005942,S20220047,A00403,2022,História,Finalizado,41.6,41.6,41.6,7,193.0,2022-07-26 10:15:00,Desktop,2,Não informado
R00005943,S20220047,A00708,2022,História,Finalizado,41.1,41.1,41.1,7,252.0,2022-09-10 14:30:00,Celular,1,Não informado
R00005944,S20220047,A00330,2022,História,Finalizado,101.6,,,20,176.0,2022-07-14 16:45:00,Papel,,Sul
R00005945,S20220047,A00599,2022,História,Finalizado,76.4,76.4,76.4,17,260.0,2022-06-04 09:30:00,Celular,,Aldeota
R00005946,S20220047,A00733,2022,História,Finalizado,50.2,50.2,50.2,10,223.0,2022-07-16 19:45:00,Papel,1,Online
R00005947,S20220047,A00661,2022,História,Finalizado,58.1,58.1,58.099999999999994,14,213.0,2022-05-13 12:00:00,Papel,,Centro
R00005948,S20220047,A00381,2022,História,Finalizado,76.5,76.5,76.5,16,226.0,2022-04-08 11:15:00,Celular,2,Centro
R00005949,S20220047,A00056,2022,História,Finalizado,70.0,70.0,70.0,14,281.0,2022-10-07 18:00:00,Celular,,Online
R00005950,S20220047,A00288,2022,História,Finalizado,38.5,38.5,38.5,6,282.0,2022-10-15 11:15:00,Celular,3,Sul
R00005951,S20220047,A00699,2022,História,Finalizado,86.9,86.9,86.9,14,239.0,2022-04-03 16:45:00,Não informado,1,Online
R00005952,S20220047,A00562,2022,História,Ausente,,,,,,2022-09-06 00:00:00,Papel,1,Online
R00005953,S20220047,A00215,2022,História,Ausente,,,,,,2022-07-26 00:00:00,Não informado,1,Centro
R00005954,S20220047,A00181,2022,História,Finalizado,43.8,43.8,43.8,8,192.0,2022-07-01 15:30:00,Tablet,1,Centro
R00005955,S20220047,A00064,2022,História,Finalizado,68.6,68.6,68.6,8,159.0,2022-05-12 12:15:00,Desktop,1,Aldeota
R00005956,S20220047,A00346,2022,História,Finalizado,65.0,65.0,65.0,16,257.0,2022-10-21 08:15:00,Desktop,1,Não informado
R00005957,S20220047,A00677,2022,História,Finalizado,54.9,54.9,54.89999999999999,13,228.0,2022-09-06 15:15:00,Tablet,2,Não informado
R00005958,S20220047,A00120,2022,História,Finalizado,25.5,25.5,25.5,6,244.0,2022-05-26 17:15:00,Papel,3,Online
R00005959,S20220048,A00729,2022,História,Finalizado,62.8,62.8,62.8,55,274.0,2022-06-06 13:00:00,Papel,,Centro
R00005960,S20220048,A00616,2022,História,Finalizado,68.8,68.8,68.8,62,235.0,2022-09-09 19:30:00,Papel,1,Online
R00005961,S20220048,A00083,2022,História,Finalizado,78.8,78.8,78.8,71,307.0,2022-06-08 13:45:00,Desktop,,Sul
R00005962,S20220048,A00217,2022,História,Finalizado,57.4,57.4,57.4,52,187.0,2022-08-08 15:45:00,Não informado,1,Online
R00005963,S20220048,A00537,2022,História,Finalizado,78.2,78.2,78.2,71,198.0,2022-05-17 17:45:00,Não informado,1,Não informado
R00005964,S20220048,A00054,2022,História,Finalizado,65.3,65.3,65.3,59,245.0,2022-08-15 12:00:00,Celular,,Online
R00005965,S20220048,A00031,2022,História,Finalizado,64.6,64.6,64.6,56,228.0,2022-05-15 16:00:00,Tablet,3,Online
R00005966,S20220048,A00538,2022,História,Finalizado,65.1,65.1,65.1,61,236.0,2022-10-27 11:00:00,Tablet,3,Online
R00005967,S20220048,A00250,2022,História,Finalizado,70.4,70.4,70.4,63,138.0,2022-10-07 14:30:00,Desktop,2,Centro
R00005968,S20220048,A00392,2022,História,Finalizado,53.4,53.4,53.400000000000006,46,243.0,2022-09-17 14:45:00,Desktop,1,Centro
R00005969,S20220048,A00148,2022,História,Finalizado,60.2,60.2,60.199999999999996,54,167.0,2022-04-10 16:00:00,Tablet,2,Online
R00005970,S20220048,A00571,2022,História,Incompleto,28.5,28.5,28.499999999999996,26,296.0,2022-04-28 09:45:00,Celular,1,Não informado
R00005971,S20220048,A00559,2022,História,Finalizado,29.7,29.7,29.7,28,280.0,2022-04-16 16:15:00,Papel,1,Online
R00005972,S20220048,A00748,2022,História,Incompleto,57.3,57.3,57.3,50,112.0,2022-04-05 14:15:00,Celular,1,Aldeota
R00005973,S20220048,A00282,2022,História,Finalizado,57.3,57.3,57.3,50,149.0,2022-04-21 17:30:00,Tablet,1,Sul
R00005974,S20220048,A00562,2022,História,Finalizado,46.1,46.1,46.1,44,190.0,2022-06-18 08:45:00,Desktop,3,Online
R00005975,S20220048,A00654,2022,História,Finalizado,54.7,54.7,54.7,48,193.0,2022-09-07 18:45:00,Não informado,1,Aldeota
R00005976,S20220048,A00024,2022,História,Finalizado,61.0,61.0,61.0,57,232.0,2022-04-01 08:15:00,Não informado,1,Aldeota
R00005977,S20220048,A00162,2022,História,Finalizado,79.9,79.9,79.9,72,228.0,2022-06-07 14:30:00,Tablet,1,Não informado
R00005978,S20220048,A00650,2022,História,Finalizado,68.0,68.0,68.0,61,253.0,2022-10-03 17:00:00,Desktop,,Online
R00005979,S20220048,A00071,2022,História,Finalizado,70.7,70.7,70.7,62,254.0,2022-10-19 11:00:00,Desktop,,Sul
R00005980,S20220048,A00018,2022,História,Finalizado,47.1,47.1,47.1,40,244.0,2022-05-13 13:15:00,Não informado,2,Centro
R00005981,S20220048,A00665,2022,História,Finalizado,76.4,76.4,76.4,72,247.0,2022-05-04 08:45:00,Desktop,1,Aldeota
R00005982,S20220048,A00144,2022,História,Finalizado,59.4,59.4,59.4,56,230.0,2022-06-25 14:45:00,Tablet,1,Centro
R00005983,S20220048,A00676,2022,História,Finalizado,91.5,91.5,91.5,82,155.0,2022-10-25 15:15:00,Celular,1,Sul
R00005984,S20220048,A00625,2022,História,Finalizado,74.9,74.9,74.9,66,119.0,2022-05-14 12:00:00,Celular,1,Centro
R00005985,S20220048,A00313,2022,História,Finalizado,70.8,70.8,70.8,63,319.0,2022-07-28 19:15:00,Papel,,Centro
R00005986,S20220048,A00476,2022,História,Finalizado,41.3,41.3,41.3,37,216.0,2022-07-16 16:30:00,Desktop,2,Online
R00005987,S20220048,A00078,2022,História,Finalizado,63.6,63.6,63.6,57,195.0,2022-11-03 08:30:00,Desktop,1,Online
R00005988,S20220048,A00794,2022,História,Finalizado,63.9,63.9,63.9,59,127.0,2022-10-21 00:00:00,Desktop,1,Aldeota
R00005989,S20220048,A00661,2022,História,Finalizado,84.9,84.9,84.9,77,236.0,2022-04-12 12:00:00,Celular,3,Aldeota
R00005990,S20220048,A00179,2022,História,Finalizado,50.4,50.4,50.4,44,113.0,2022-04-21 16:15:00,Não informado,,Online
R00005991,S20220048,A00410,2022,História,Finalizado,63.6,63.6,63.6,57,279.0,2022-10-23 13:45:00,Desktop,3,Online
R00005992,S20220048,A00692,2022,História,Finalizado,71.8,71.8,71.8,65,203.0,2022-08-25 00:00:00,Papel,1,Online
R00005993,S20220048,A00242,2022,História,Finalizado,58.7,58.7,58.70000000000001,49,208.0,2022-04-27 17:45:00,Tablet,,Não informado
R00005994,S20220048,A00394,2022,História,Finalizado,66.2,66.2,66.2,59,259.0,2022-10-12 19:45:00,Desktop,2,Centro
R00005995,S20220048,A00553,2022,História,Finalizado,97.1,97.1,97.1,86,261.0,2022-04-20 16:30:00,Não informado,1,Sul
R00005996,S20220048,A00296,2022,História,Finalizado,60.5,60.5,60.5,55,271.0,2022-06-20 17:00:00,Não informado,1,Não informado
R00005997,S20220048,A00104,2022,História,Incompleto,57.6,57.6,57.60000000000001,49,219.0,2022-08-19 15:00:00,Tablet,2,Centro
R00005998,S20220048,A00088,2022,História,Finalizado,72.9,72.9,72.9,67,118.0,2022-06-04 19:45:00,Tablet,2,Sul
R00005999,S20220048,A00636,2022,História,Finalizado,55.9,55.9,55.89999999999999,53,189.0,2022-04-27 13:15:00,Celular,1,Aldeota
R00006000,S20220048,A00120,2022,História,Finalizado,57.4,57.4,57.4,52,271.0,2022-06-03 16:00:00,Tablet,,Sul
R00006001,S20220048,A00363,2022,História,Ausente,,,,,,2022-07-17 19:00:00,Desktop,,Sul
R00006002,S20220048,A00283,2022,História,Finalizado,62.0,62.0,62.0,58,258.0,2022-08-02 12:00:00,Desktop,2,Centro
R00006003,S20220048,A00544,2022,História,Finalizado,61.8,61.8,61.8,55,150.0,2022-06-13 08:45:00,Desktop,2,Online
R00006004,S20220048,A00025,2022,História,Finalizado,89.4,89.4,89.4,80,194.0,2022-10-18 10:30:00,Tablet,3,Centro
R00006005,S20220048,A00566,2022,História,Ausente,,,,,,2022-08-19 17:45:00,Não informado,,Online
R00006006,S20220048,A00569,2022,História,Incompleto,54.7,54.7,54.7,47,199.0,2022-04-11 08:45:00,Tablet,3,Centro
R00006007,S20220048,A00381,2022,História,Finalizado,34.2,34.2,34.2,31,137.0,2022-07-01 09:45:00,Celular,3,Online
R00006008,S20220048,A00733,2022,História,Finalizado,69.0,69.0,69.0,63,295.0,2022-05-05 09:45:00,Não informado,1,Centro
R00006009,S20220048,A00077,2022,História,Finalizado,69.9,69.9,69.9,60,253.0,2022-04-08 08:15:00,Não informado,1,Não informado
R00006010,S20220048,A00522,2022,História,Finalizado,57.7,57.7,57.70000000000001,51,212.0,2022-09-09 08:15:00,Celular,1,Não informado
R00006011,S20220048,A00181,2022,História,Finalizado,72.0,72.0,72.0,67,168.0,2022-07-12 13:45:00,Celular,1,Online
R00006012,S20220048,A00675,2022,História,Finalizado,61.7,61.7,61.7,54,246.0,2022-10-19 15:00:00,Tablet,2,Sul
R00006013,S20220048,A00344,2022,História,Finalizado,78.6,78.6,78.6,72,143.0,2022-09-01 16:30:00,Celular,3,Aldeota
R00006014,S20220048,A00752,2022,História,Finalizado,53.3,53.3,53.29999999999999,47,135.0,2022-05-24 09:30:00,Não informado,3,Sul
R00006015,S20220048,A00291,2022,História,Finalizado,70.8,70.8,70.8,65,168.0,2022-10-26 10:15:00,Tablet,1,Aldeota
R00006016,S20220048,A00556,2022,História,Finalizado,88.5,88.5,88.5,82,215.0,2022-05-15 12:45:00,Não informado,,Online
R00006017,S20220048,A00441,2022,História,Finalizado,39.7,39.7,39.7,34,273.0,2022-08-12 14:45:00,Não informado,1,Online
R00006018,S20220048,A00215,2022,História,Finalizado,85.3,85.3,85.3,78,240.0,2022-08-25 10:30:00,Celular,1,Centro
R00006019,S20220048,A00488,2022,História,Finalizado,76.9,76.9,76.9,70,293.0,2022-09-17 00:00:00,Não informado,2,Online
R00006020,S20220048,A00115,2022,História,Ausente,,,,,,2022-10-24 00:00:00,Papel,2,Não informado
R00006021,S20220048,A00102,2022,História,Finalizado,62.4,62.4,62.4,56,258.0,2022-07-22 17:30:00,Desktop,3,Online
R00006022,S20220048,A00060,2022,História,Finalizado,41.7,41.7,41.7,34,289.0,2022-04-24 14:30:00,Papel,3,Sul
R00006023,S20220048,A00114,2022,História,Finalizado,83.3,83.3,83.3,76,252.0,2022-05-02 11:30:00,Tablet,1,Online
R00006024,S20220048,A00721,2022,História,Finalizado,52.6,52.6,52.6,46,166.0,2022-06-08 15:15:00,Tablet,1,Sul
R00006025,S20220048,A00528,2022,História,Finalizado,78.3,78.3,78.3,72,281.0,2022-11-27 12:00:00,Desktop,1,Centro
R00006026,S20220048,A00531,2022,História,Finalizado,85.3,85.3,85.3,77,230.0,2022-08-06 15:15:00,Desktop,1,Sul
