aluno_id,propensao,segmento,aprovado
A00638,0.33512661359890084,Média propensão,1
A00639,0.29322756591262217,Baixa propensão,0
A00640,0.2721045126403759,Baixa propensão,0
A00641,0.6121715193795717,Alta propensão,1
A00642,0.5796325711125723,Alta propensão,0
A00643,0.3089341036679935,Média propensão,1
A00644,0.2714482392876485,Baixa propensão,1
A00645,0.3028234163988384,Média propensão,1
A00646,0.527165143421582,Alta propensão,1
A00647,0.47317269226651404,Alta propensão,0
A00648,0.25617529785294635,Baixa propensão,0
A00649,0.609032504952029,Alta propensão,1
A00650,0.5395293498299791,Alta propensão,1
A00651,0.24918325868723837,Baixa propensão,0
A00652,0.25888949001924966,Baixa propensão,0
A00653,0.3352851715489037,Média propensão,0
A00654,0.5318606062850008,Alta propensão,1
A00655,0.3503898546585308,Média propensão,0
A00656,0.2603374899316337,Baixa propensão,0
A00657,0.32918444827476373,Média propensão,0
A00658,0.23575699735318278,Baixa propensão,0
A00659,0.6092938527980446,Alta propensão,0
A00660,0.6289188077652704,Alta propensão,1
A00661,0.2862393923375679,Baixa propensão,0
A00662,0.3536567590910783,Média propensão,0
A00663,0.3901589720014575,Alta propensão,1
A00664,0.38298117421880196,Média propensão,1
A00665,0.3543267661866961,Média propensão,0
A00666,0.8531066371613204,Alta propensão,1
A00667,0.4037974708763055,Alta propensão,1
A00668,0.2776480039805378,Baixa propensão,0
A00669,0.2721951557939212,Baixa propensão,0
A00670,0.5874540215425348,Alta propensão,1
A00671,0.49432481741418244,Alta propensão,0
A00672,0.3975678753735993,Alta propensão,1
A00673,0.21174358585177377,Baixa propensão,0
A00674,0.29147105152679104,Baixa propensão,0
A00675,0.5831937653150284,Alta propensão,1
A00676,0.28122169744956255,Baixa propensão,0
A00677,0.4887843552440209,Alta propensão,0
A00678,0.26418430781732255,Baixa propensão,0
A00679,0.3017278238678528,Média propensão,0
A00680,0.5627246588671401,Alta propensão,0
A00681,0.24391915581419552,Baixa propensão,0
A00682,0.2593674655625241,Baixa propensão,0
A00683,0.35495740392827607,Média propensão,0
A00684,0.38615877359911016,Alta propensão,1
A00685,0.23539448447965214,Baixa propensão,0
A00686,0.337747846565868,Média propensão,0
A00687,0.4267134309987235,Alta propensão,0
A00688,0.2792812005604459,Baixa propensão,0
A00689,0.6642873599819501,Alta propensão,1
A00690,0.6273682663697697,Alta propensão,1
A00691,0.2865353651097472,Baixa propensão,0
A00692,0.41556324237396713,Alta propensão,0
A00693,0.3746729762842742,Média propensão,0
A00694,0.34358709949790367,Média propensão,0
A00695,0.252915747903962,Baixa propensão,0
A00696,0.3697805370667299,Média propensão,0
A00697,0.2936969855104497,Baixa propensão,0
A00698,0.3281333470167249,Média propensão,0
A00699,0.21714352412069532,Baixa propensão,1
A00700,0.5407664877077375,Alta propensão,1
A00701,0.2818509463212152,Baixa propensão,0
A00702,0.6519745234992167,Alta propensão,0
A00703,0.5071192423912155,Alta propensão,0
A00704,0.30817927134578255,Média propensão,1
A00705,0.8436935287605918,Alta propensão,1
A00706,0.6102071844970121,Alta propensão,1
A00707,0.28733713673206074,Baixa propensão,0
A00708,0.3753514004930294,Média propensão,1
A00709,0.4206342402379871,Alta propensão,0
A00710,0.31700861082521353,Média propensão,0
A00711,0.233771957069126,Baixa propensão,0
A00712,0.33041670885603297,Média propensão,0
A00713,0.29825780395997414,Baixa propensão,0
A00714,0.35603980163487353,Média propensão,1
A00715,0.21834027295588573,Baixa propensão,0
A00716,0.6039952697413808,Alta propensão,1
A00717,0.27049989374595845,Baixa propensão,0
A00718,0.3161447415121867,Média propensão,1
A00719,0.316425781851705,Média propensão,0
A00720,0.2542638046531477,Baixa propensão,0
A00721,0.5504908926205078,Alta propensão,1
A00722,0.26210834077310763,Baixa propensão,0
A00723,0.5002507774433128,Alta propensão,1
A00724,0.3780558945468077,Média propensão,1
A00725,0.6156313923538016,Alta propensão,1
A00726,0.3173492546983786,Média propensão,0
A00727,0.2510227899334148,Baixa propensão,0
A00728,0.3646230919384335,Média propensão,1
A00729,0.5715541185921587,Alta propensão,1
A00730,0.38184580249329775,Média propensão,0
A00731,0.37182852601255956,Média propensão,0
A00732,0.4748294957836061,Alta propensão,0
A00733,0.5775126486581883,Alta propensão,0
A00734,0.23798204655461097,Baixa propensão,0
A00735,0.24255126181789036,Baixa propensão,0
A00736,0.2215356150470209,Baixa propensão,0
A00737,0.3106563365335398,Média propensão,0
A00738,0.28425056509961355,Baixa propensão,0
A00739,0.3325692755324255,Média propensão,1
A00740,0.6787160446568009,Alta propensão,1
A00741,0.3279964971499576,Média propensão,0
A00742,0.30285302296916816,Média propensão,0
A00743,0.5931059033572518,Alta propensão,1
A00744,0.5562228517450456,Alta propensão,0
A00745,0.3292924378093149,Média propensão,1
A00746,0.33524399904494145,Média propensão,0
A00747,0.3125962540053453,Média propensão,0
A00748,0.5361118238363235,Alta propensão,1
A00749,0.34727938491170957,Média propensão,0
A00750,0.5511365409683349,Alta propensão,0
A00751,0.6451043889574364,Alta propensão,0
A00752,0.2633532422447594,Baixa propensão,0
A00753,0.3314942487671532,Média propensão,1
A00754,0.24115393884939337,Baixa propensão,0
A00755,0.3705273094067131,Média propensão,1
A00756,0.396026532534317,Alta propensão,0
A00757,0.2673233719353482,Baixa propensão,0
A00758,0.27514169150913825,Baixa propensão,0
A00759,0.30037083345554416,Média propensão,1
A00760,0.5359219642905266,Alta propensão,0
A00761,0.34977750680184,Média propensão,1
A00762,0.24617273814179988,Baixa propensão,0
A00763,0.2999054424853182,Média propensão,1
A00764,0.2880825812022254,Baixa propensão,1
A00765,0.37459490504467524,Média propensão,0
A00766,0.16865450613325986,Baixa propensão,0
A00767,0.2901791666056616,Baixa propensão,0
A00768,0.36886807844913794,Média propensão,1
A00769,0.27280750036242135,Baixa propensão,0
A00770,0.28277431620601096,Baixa propensão,0
A00771,0.3793887013485737,Média propensão,0
A00772,0.3140163036581682,Média propensão,1
A00773,0.3137984819754957,Média propensão,1
A00774,0.3883189696125829,Alta propensão,0
A00775,0.2959545054527432,Baixa propensão,0
A00776,0.34684655411354154,Média propensão,1
A00777,0.38946709472308116,Alta propensão,0
A00778,0.2674852666110706,Baixa propensão,0
A00779,0.3376328397500806,Média propensão,1
A00780,0.3789692716019132,Média propensão,0
A00781,0.23115276018402278,Baixa propensão,0
A00782,0.29822023086235955,Baixa propensão,0
A00783,0.4156154670501203,Alta propensão,0
A00784,0.21396784434693683,Baixa propensão,1
A00785,0.23124519486870385,Baixa propensão,0
A00786,0.6015624044781752,Alta propensão,0
A00787,0.3213682813136775,Média propensão,0
A00788,0.32209261338992917,Média propensão,0
A00789,0.2666460609030873,Baixa propensão,0
A00790,0.48603845189167116,Alta propensão,0
A00791,0.347607037728415,Média propensão,1
A00792,0.27407157754999856,Baixa propensão,0
A00793,0.3572217601643349,Média propensão,1
A00794,0.2012386800414781,Baixa propensão,1
A00795,0.2880455628376262,Baixa propensão,0
A00796,0.4005456703706637,Alta propensão,0
A00797,0.5463130581041222,Alta propensão,0
A00798,0.412002327344449,Alta propensão,1
A00799,0.3524547424796483,Média propensão,0
A00800,0.2450598452951004,Baixa propensão,0
A00202_DUP,0.09490810303188553,Baixa propensão,0
A00679_DUP,0.16229194438779806,Baixa propensão,0
A00693_DUP,0.16685523226085802,Baixa propensão,0
A00268_DUP,0.18306139591621484,Baixa propensão,0
A00082_DUP,0.16229194438779806,Baixa propensão,0
A00739_DUP,0.12357904387402524,Baixa propensão,0
A00217_DUP,0.12168684249571202,Baixa propensão,0
A00788_DUP,0.13421265274551544,Baixa propensão,0
A00712_DUP,0.1515387723036498,Baixa propensão,0
A00097_DUP,0.10670227741289565,Baixa propensão,0
A00550_DUP,0.14501951871099733,Baixa propensão,0
A00648_DUP,0.10839022706285083,Baixa propensão,0
